Participant,Condition,Block,Sequence,Trial,Amplitudes,Width,Event,time,Pos_x,Pos_y
S01,C01,B01,1,1,400,40,MOUSEPOS,1389,1265,643
S01,C01,B01,1,1,400,40,MOUSEPOS,1399,1279,642
S01,C01,B01,1,1,400,40,MOUSEPOS,1409,1289,640
S01,C01,B01,1,1,400,40,MOUSEPOS,1421,1299,637
S01,C01,B01,1,1,400,40,MOUSEPOS,1432,1306,635
S01,C01,B01,1,1,400,40,MOUSEPOS,1442,1310,633
S01,C01,B01,1,1,400,40,MOUSEPOS,1450,1311,633
S01,C01,B01,1,1,400,40,MOUSEPOS,1460,1312,630
S01,C01,B01,1,1,400,40,MOUSEPOS,1474,1313,627
S01,C01,B01,1,1,400,40,MOUSEPOS,1485,1313,623
S01,C01,B01,1,1,400,40,MOUSEPOS,1495,1313,618
S01,C01,B01,1,1,400,40,MOUSEPOS,1505,1313,613
S01,C01,B01,1,1,400,40,MOUSEPOS,1516,1314,607
S01,C01,B01,1,1,400,40,MOUSEPOS,1526,1314,604
S01,C01,B01,1,1,400,40,MOUSEPOS,1534,1315,602
S01,C01,B01,1,1,400,40,MOUSEPOS,1542,1316,600
S01,C01,B01,1,1,400,40,MOUSEPOS,1557,1318,597
S01,C01,B01,1,1,400,40,MOUSEPOS,1568,1322,594
S01,C01,B01,1,1,400,40,MOUSEPOS,1578,1325,591
S01,C01,B01,1,1,400,40,MOUSEPOS,1588,1327,587
S01,C01,B01,1,1,400,40,MOUSEPOS,1599,1329,584
S01,C01,B01,1,1,400,40,MOUSEPOS,1609,1330,582
S01,C01,B01,1,1,400,40,MOUSEPOS,1609,1330,582
S01,C01,B01,1,1,400,40,MOUSEPOS,1609,1330,582
S01,C01,B01,1,1,400,40,MOUSEPOS,1639,1330,581
S01,C01,B01,1,1,400,40,MOUSEPOS,1639,1330,581
S01,C01,B01,1,1,400,40,MOUSEPOS,1639,1330,581
S01,C01,B01,1,1,400,40,MOUSEPOS,1670,1331,581
S01,C01,B01,1,1,400,40,MOUSEPOS,1680,1333,579
S01,C01,B01,1,1,400,40,MOUSEPOS,1685,1335,579
S01,C01,B01,1,1,400,40,MOUSEPOS,1702,1339,577
S01,C01,B01,1,1,400,40,MOUSEPOS,1713,1341,576
S01,C01,B01,1,1,400,40,MOUSEPOS,1713,1341,576
S01,C01,B01,1,1,400,40,MOUSEPOS,1730,1342,575
S01,C01,B01,1,1,400,40,MOUSEPOS,1738,1342,574
S01,C01,B01,1,1,400,40,MOUSEPOS,1755,1342,573
S01,C01,B01,1,1,400,40,MOUSEPOS,1766,1344,573
S01,C01,B01,1,1,400,40,MOUSEPOS,1776,1345,570
S01,C01,B01,1,1,400,40,MOUSEPOS,1786,1347,569
S01,C01,B01,1,1,400,40,MOUSEPOS,1796,1351,566
S01,C01,B01,1,1,400,40,MOUSEPOS,1799,1353,565
S01,C01,B01,1,1,400,40,MOUSEPOS,1816,1358,563
S01,C01,B01,1,1,400,40,MOUSEPOS,1824,1360,562
S01,C01,B01,1,1,400,40,MOUSEPOS,1835,1361,561
S01,C01,B01,1,1,400,40,MOUSEPOS,1839,1362,561
S01,C01,B01,1,1,400,40,MOUSEPOS,1854,1362,559
S01,C01,B01,1,1,400,40,MOUSEPOS,1864,1363,558
S01,C01,B01,1,1,400,40,MOUSEPOS,1873,1364,555
S01,C01,B01,1,1,400,40,MOUSEPOS,1893,1365,550
S01,C01,B01,1,1,400,40,MOUSEPOS,1904,1365,547
S01,C01,B01,1,1,400,40,MOUSEPOS,1909,1365,546
S01,C01,B01,1,1,400,40,MOUSEPOS,1909,1365,546
S01,C01,B01,1,1,400,40,MOUSEPOS,1929,1366,544
S01,C01,B01,1,1,400,40,MOUSEPOS,1929,1366,544
S01,C01,B01,1,1,400,40,MOUSEPOS,1929,1366,544
S01,C01,B01,1,1,400,40,MOUSEPOS,1969,1366,541
S01,C01,B01,1,1,400,40,MOUSEPOS,1969,1366,541
S01,C01,B01,1,1,400,40,MOUSEPOS,1983,1366,540
S01,C01,B01,1,1,400,40,MOUSEPOS,1983,1366,540
S01,C01,B01,1,1,400,40,MOUSEPOS,2009,1365,540
S01,C01,B01,1,1,400,40,MOUSEPOS,2021,1363,540
S01,C01,B01,1,1,400,40,MOUSEPOS,2032,1359,539
S01,C01,B01,1,1,400,40,MOUSEPOS,2040,1354,538
S01,C01,B01,1,1,400,40,MOUSEPOS,2054,1341,537
S01,C01,B01,1,1,400,40,MOUSEPOS,2066,1324,535
S01,C01,B01,1,1,400,40,MOUSEPOS,2076,1304,535
S01,C01,B01,1,1,400,40,MOUSEPOS,2087,1278,535
S01,C01,B01,1,1,400,40,MOUSEPOS,2099,1248,535
S01,C01,B01,1,1,400,40,MOUSEPOS,2110,1214,535
S01,C01,B01,1,1,400,40,MOUSEPOS,2121,1175,535
S01,C01,B01,1,1,400,40,MOUSEPOS,2132,1132,535
S01,C01,B01,1,1,400,40,MOUSEPOS,2143,1087,531
S01,C01,B01,1,1,400,40,MOUSEPOS,2154,1041,526
S01,C01,B01,1,1,400,40,MOUSEPOS,2166,993,519
S01,C01,B01,1,1,400,40,MOUSEPOS,2176,954,516
S01,C01,B01,1,1,400,40,MOUSEPOS,2187,912,514
S01,C01,B01,1,1,400,40,MOUSEPOS,2199,879,514
S01,C01,B01,1,1,400,40,MOUSEPOS,2210,849,516
S01,C01,B01,1,1,400,40,MOUSEPOS,2221,823,518
S01,C01,B01,1,1,400,40,MOUSEPOS,2232,800,518
S01,C01,B01,1,1,400,40,MOUSEPOS,2243,780,517
S01,C01,B01,1,1,400,40,MOUSEPOS,2254,762,516
S01,C01,B01,1,1,400,40,MOUSEPOS,2266,747,516
S01,C01,B01,1,1,400,40,MOUSEPOS,2276,735,516
S01,C01,B01,1,1,400,40,MOUSEPOS,2288,725,519
S01,C01,B01,1,1,400,40,MOUSEPOS,2299,717,521
S01,C01,B01,1,1,400,40,MOUSEPOS,2309,712,522
S01,C01,B01,1,1,400,40,MOUSEPOS,2316,711,523
S01,C01,B01,1,1,400,40,MOUSEPOS,2332,708,524
S01,C01,B01,1,1,400,40,MOUSEPOS,2332,708,524
S01,C01,B01,1,1,400,40,MOUSEPOS,2350,707,524
S01,C01,B01,1,1,400,40,MOUSEPOS,2362,702,524
S01,C01,B01,1,1,400,40,MOUSEPOS,2373,697,524
S01,C01,B01,1,1,400,40,MOUSEPOS,2385,688,524
S01,C01,B01,1,1,400,40,MOUSEPOS,2395,678,523
S01,C01,B01,1,1,400,40,MOUSEPOS,2407,669,522
S01,C01,B01,1,1,400,40,MOUSEPOS,2418,660,522
S01,C01,B01,1,1,400,40,MOUSEPOS,2429,648,523
S01,C01,B01,1,1,400,40,MOUSEPOS,2440,637,527
S01,C01,B01,1,1,400,40,MOUSEPOS,2452,628,531
S01,C01,B01,1,1,400,40,MOUSEPOS,2462,621,534
S01,C01,B01,1,1,400,40,MOUSEPOS,2473,613,537
S01,C01,B01,1,1,400,40,MOUSEPOS,2485,607,537
S01,C01,B01,1,1,400,40,MOUSEPOS,2496,601,537
S01,C01,B01,1,1,400,40,MOUSEPOS,2502,597,537
S01,C01,B01,1,1,400,40,MOUSEPOS,2514,594,537
S01,C01,B01,1,1,400,40,MOUSEPOS,2527,591,537
S01,C01,B01,1,1,400,40,MOUSEPOS,2527,591,537
S01,C01,B01,1,1,400,40,MOUSEPOS,2546,590,537
S01,C01,B01,1,1,400,40,MOUSEPOS,2557,587,538
S01,C01,B01,1,1,400,40,MOUSEPOS,2568,584,539
S01,C01,B01,1,1,400,40,MOUSEPOS,2573,582,540
S01,C01,B01,1,1,400,40,MOUSEPOS,2586,578,540
S01,C01,B01,1,1,400,40,MOUSEPOS,2599,575,540
S01,C01,B01,1,1,400,40,MOUSEPOS,2602,574,540
S01,C01,B01,1,1,400,40,MOUSEPOS,2602,574,540
S01,C01,B01,1,1,400,40,MOUSEPOS,2629,573,540
S01,C01,B01,1,1,400,40,MOUSEPOS,2629,573,540
S01,C01,B01,1,1,400,40,MOUSEPOS,2629,573,540
S01,C01,B01,1,1,400,40,MOUSEPOS,2660,570,541
S01,C01,B01,1,1,400,40,MOUSEPOS,2668,568,541
S01,C01,B01,1,1,400,40,MOUSEPOS,2668,568,541
S01,C01,B01,1,1,400,40,MOUSEPOS,2685,567,541
S01,C01,B01,1,1,400,40,MOUSEPOS,2685,567,541
S01,C01,B01,1,1,400,40,MOUSEPOS,2685,567,541
S01,C01,B01,1,1,400,40,MOUSEPOS,2685,567,541
S01,C01,B01,1,1,400,40,MOUSEPOS,2685,567,541
S01,C01,B01,1,1,400,40,MOUSEPOS,2685,567,541
S01,C01,B01,1,2,400,40,MOUSEPOS,2755,567,541
S01,C01,B01,1,2,400,40,MOUSEPOS,2755,567,541
S01,C01,B01,1,2,400,40,MOUSEPOS,2755,567,541
S01,C01,B01,1,2,400,40,MOUSEPOS,2755,567,541
S01,C01,B01,1,2,400,40,MOUSEPOS,2755,567,541
S01,C01,B01,1,2,400,40,MOUSEPOS,2755,567,541
S01,C01,B01,1,2,400,40,MOUSEPOS,2755,567,541
S01,C01,B01,1,2,400,40,MOUSEPOS,2755,567,541
S01,C01,B01,1,2,400,40,MOUSEPOS,2755,567,541
S01,C01,B01,1,2,400,40,MOUSEPOS,2755,567,541
S01,C01,B01,1,2,400,40,MOUSEPOS,2866,567,541
S01,C01,B01,1,2,400,40,MOUSEPOS,2866,567,541
S01,C01,B01,1,2,400,40,MOUSEPOS,2880,567,542
S01,C01,B01,1,2,400,40,MOUSEPOS,2893,568,543
S01,C01,B01,1,2,400,40,MOUSEPOS,2907,573,544
S01,C01,B01,1,2,400,40,MOUSEPOS,2918,580,546
S01,C01,B01,1,2,400,40,MOUSEPOS,2929,593,549
S01,C01,B01,1,2,400,40,MOUSEPOS,2941,611,555
S01,C01,B01,1,2,400,40,MOUSEPOS,2952,631,561
S01,C01,B01,1,2,400,40,MOUSEPOS,2963,655,569
S01,C01,B01,1,2,400,40,MOUSEPOS,2974,683,578
S01,C01,B01,1,2,400,40,MOUSEPOS,2985,716,588
S01,C01,B01,1,2,400,40,MOUSEPOS,2996,749,598
S01,C01,B01,1,2,400,40,MOUSEPOS,3007,789,611
S01,C01,B01,1,2,400,40,MOUSEPOS,3018,833,624
S01,C01,B01,1,2,400,40,MOUSEPOS,3029,877,637
S01,C01,B01,1,2,400,40,MOUSEPOS,3040,921,648
S01,C01,B01,1,2,400,40,MOUSEPOS,3052,969,660
S01,C01,B01,1,2,400,40,MOUSEPOS,3063,1011,669
S01,C01,B01,1,2,400,40,MOUSEPOS,3074,1050,676
S01,C01,B01,1,2,400,40,MOUSEPOS,3085,1090,682
S01,C01,B01,1,2,400,40,MOUSEPOS,3096,1123,686
S01,C01,B01,1,2,400,40,MOUSEPOS,3108,1151,688
S01,C01,B01,1,2,400,40,MOUSEPOS,3119,1175,690
S01,C01,B01,1,2,400,40,MOUSEPOS,3131,1194,690
S01,C01,B01,1,2,400,40,MOUSEPOS,3142,1206,690
S01,C01,B01,1,2,400,40,MOUSEPOS,3152,1214,690
S01,C01,B01,1,2,400,40,MOUSEPOS,3164,1218,691
S01,C01,B01,1,2,400,40,MOUSEPOS,3164,1218,691
S01,C01,B01,1,2,400,40,MOUSEPOS,3164,1218,691
S01,C01,B01,1,2,400,40,MOUSEPOS,3164,1218,691
S01,C01,B01,1,2,400,40,MOUSEPOS,3164,1218,691
S01,C01,B01,1,2,400,40,MOUSEPOS,3164,1218,691
S01,C01,B01,1,2,400,40,MOUSEPOS,3164,1218,691
S01,C01,B01,1,2,400,40,MOUSEPOS,3164,1218,691
S01,C01,B01,1,2,400,40,MOUSEPOS,3248,1221,691
S01,C01,B01,1,2,400,40,MOUSEPOS,3258,1224,691
S01,C01,B01,1,2,400,40,MOUSEPOS,3271,1229,691
S01,C01,B01,1,2,400,40,MOUSEPOS,3282,1236,691
S01,C01,B01,1,2,400,40,MOUSEPOS,3293,1241,691
S01,C01,B01,1,2,400,40,MOUSEPOS,3304,1251,691
S01,C01,B01,1,2,400,40,MOUSEPOS,3315,1263,691
S01,C01,B01,1,2,400,40,MOUSEPOS,3326,1272,692
S01,C01,B01,1,2,400,40,MOUSEPOS,3338,1282,693
S01,C01,B01,1,2,400,40,MOUSEPOS,3349,1290,694
S01,C01,B01,1,2,400,40,MOUSEPOS,3357,1296,695
S01,C01,B01,1,2,400,40,MOUSEPOS,3368,1302,696
S01,C01,B01,1,2,400,40,MOUSEPOS,3379,1308,696
S01,C01,B01,1,2,400,40,MOUSEPOS,3394,1317,697
S01,C01,B01,1,2,400,40,MOUSEPOS,3405,1326,699
S01,C01,B01,1,2,400,40,MOUSEPOS,3416,1336,699
S01,C01,B01,1,2,400,40,MOUSEPOS,3427,1343,701
S01,C01,B01,1,2,400,40,MOUSEPOS,3436,1347,702
S01,C01,B01,1,2,400,40,MOUSEPOS,3441,1348,702
S01,C01,B01,1,2,400,40,MOUSEPOS,3441,1348,702
S01,C01,B01,1,2,400,40,MOUSEPOS,3441,1348,702
S01,C01,B01,1,2,400,40,MOUSEPOS,3441,1348,702
S01,C01,B01,1,2,400,40,MOUSEPOS,3441,1348,702
S01,C01,B01,1,2,400,40,MOUSEPOS,3500,1349,702
S01,C01,B01,1,2,400,40,MOUSEPOS,3500,1349,702
S01,C01,B01,1,2,400,40,MOUSEPOS,3512,1350,702
S01,C01,B01,1,2,400,40,MOUSEPOS,3512,1350,702
S01,C01,B01,1,2,400,40,MOUSEPOS,3512,1350,702
S01,C01,B01,1,2,400,40,MOUSEPOS,3512,1350,702
S01,C01,B01,1,2,400,40,MOUSEPOS,3512,1350,702
S01,C01,B01,1,2,400,40,MOUSEPOS,3512,1350,702
S01,C01,B01,1,2,400,40,MOUSEPOS,3512,1350,702
S01,C01,B01,1,2,400,40,MOUSEPOS,3512,1350,702
S01,C01,B01,1,2,400,40,MOUSEPOS,3512,1350,702
S01,C01,B01,1,2,400,40,MOUSEPOS,3512,1350,702
S01,C01,B01,1,2,400,40,MOUSEPOS,3512,1350,702
S01,C01,B01,1,3,400,40,MOUSEPOS,3629,1350,702
S01,C01,B01,1,3,400,40,MOUSEPOS,3629,1350,702
S01,C01,B01,1,3,400,40,MOUSEPOS,3629,1350,702
S01,C01,B01,1,3,400,40,MOUSEPOS,3629,1350,702
S01,C01,B01,1,3,400,40,MOUSEPOS,3629,1350,702
S01,C01,B01,1,3,400,40,MOUSEPOS,3629,1350,702
S01,C01,B01,1,3,400,40,MOUSEPOS,3629,1350,702
S01,C01,B01,1,3,400,40,MOUSEPOS,3629,1350,702
S01,C01,B01,1,3,400,40,MOUSEPOS,3629,1350,702
S01,C01,B01,1,3,400,40,MOUSEPOS,3629,1350,702
S01,C01,B01,1,3,400,40,MOUSEPOS,3629,1350,702
S01,C01,B01,1,3,400,40,MOUSEPOS,3755,1349,702
S01,C01,B01,1,3,400,40,MOUSEPOS,3766,1348,702
S01,C01,B01,1,3,400,40,MOUSEPOS,3776,1345,702
S01,C01,B01,1,3,400,40,MOUSEPOS,3782,1344,702
S01,C01,B01,1,3,400,40,MOUSEPOS,3799,1338,702
S01,C01,B01,1,3,400,40,MOUSEPOS,3809,1333,701
S01,C01,B01,1,3,400,40,MOUSEPOS,3821,1324,698
S01,C01,B01,1,3,400,40,MOUSEPOS,3832,1311,693
S01,C01,B01,1,3,400,40,MOUSEPOS,3843,1292,686
S01,C01,B01,1,3,400,40,MOUSEPOS,3854,1266,675
S01,C01,B01,1,3,400,40,MOUSEPOS,3866,1235,663
S01,C01,B01,1,3,400,40,MOUSEPOS,3877,1201,648
S01,C01,B01,1,3,400,40,MOUSEPOS,3888,1163,635
S01,C01,B01,1,3,400,40,MOUSEPOS,3899,1122,621
S01,C01,B01,1,3,400,40,MOUSEPOS,3910,1078,606
S01,C01,B01,1,3,400,40,MOUSEPOS,3921,1029,588
S01,C01,B01,1,3,400,40,MOUSEPOS,3932,987,574
S01,C01,B01,1,3,400,40,MOUSEPOS,3943,941,558
S01,C01,B01,1,3,400,40,MOUSEPOS,3955,894,540
S01,C01,B01,1,3,400,40,MOUSEPOS,3965,853,525
S01,C01,B01,1,3,400,40,MOUSEPOS,3977,816,509
S01,C01,B01,1,3,400,40,MOUSEPOS,3988,783,495
S01,C01,B01,1,3,400,40,MOUSEPOS,3999,754,483
S01,C01,B01,1,3,400,40,MOUSEPOS,4010,730,472
S01,C01,B01,1,3,400,40,MOUSEPOS,4021,708,461
S01,C01,B01,1,3,400,40,MOUSEPOS,4033,691,453
S01,C01,B01,1,3,400,40,MOUSEPOS,4043,678,444
S01,C01,B01,1,3,400,40,MOUSEPOS,4054,669,438
S01,C01,B01,1,3,400,40,MOUSEPOS,4062,663,432
S01,C01,B01,1,3,400,40,MOUSEPOS,4076,658,429
S01,C01,B01,1,3,400,40,MOUSEPOS,4087,654,424
S01,C01,B01,1,3,400,40,MOUSEPOS,4099,653,422
S01,C01,B01,1,3,400,40,MOUSEPOS,4107,651,420
S01,C01,B01,1,3,400,40,MOUSEPOS,4107,651,420
S01,C01,B01,1,3,400,40,MOUSEPOS,4131,650,418
S01,C01,B01,1,3,400,40,MOUSEPOS,4141,648,416
S01,C01,B01,1,3,400,40,MOUSEPOS,4152,645,414
S01,C01,B01,1,3,400,40,MOUSEPOS,4162,641,411
S01,C01,B01,1,3,400,40,MOUSEPOS,4173,636,409
S01,C01,B01,1,3,400,40,MOUSEPOS,4185,630,405
S01,C01,B01,1,3,400,40,MOUSEPOS,4195,625,402
S01,C01,B01,1,3,400,40,MOUSEPOS,4207,620,399
S01,C01,B01,1,3,400,40,MOUSEPOS,4216,615,397
S01,C01,B01,1,3,400,40,MOUSEPOS,4229,611,396
S01,C01,B01,1,3,400,40,MOUSEPOS,4241,603,393
S01,C01,B01,1,3,400,40,MOUSEPOS,4252,598,391
S01,C01,B01,1,3,400,40,MOUSEPOS,4263,593,390
S01,C01,B01,1,3,400,40,MOUSEPOS,4270,592,390
S01,C01,B01,1,3,400,40,MOUSEPOS,4281,591,390
S01,C01,B01,1,3,400,40,MOUSEPOS,4281,591,390
S01,C01,B01,1,3,400,40,MOUSEPOS,4281,591,390
S01,C01,B01,1,3,400,40,MOUSEPOS,4281,591,390
S01,C01,B01,1,3,400,40,MOUSEPOS,4281,591,390
S01,C01,B01,1,3,400,40,MOUSEPOS,4281,591,390
S01,C01,B01,1,3,400,40,MOUSEPOS,4281,591,390
S01,C01,B01,1,3,400,40,MOUSEPOS,4281,591,390
S01,C01,B01,1,4,400,40,MOUSEPOS,4366,591,390
S01,C01,B01,1,4,400,40,MOUSEPOS,4366,591,390
S01,C01,B01,1,4,400,40,MOUSEPOS,4366,591,390
S01,C01,B01,1,4,400,40,MOUSEPOS,4366,591,390
S01,C01,B01,1,4,400,40,MOUSEPOS,4366,591,390
S01,C01,B01,1,4,400,40,MOUSEPOS,4366,591,390
S01,C01,B01,1,4,400,40,MOUSEPOS,4366,591,390
S01,C01,B01,1,4,400,40,MOUSEPOS,4443,592,390
S01,C01,B01,1,4,400,40,MOUSEPOS,4452,594,390
S01,C01,B01,1,4,400,40,MOUSEPOS,4466,600,394
S01,C01,B01,1,4,400,40,MOUSEPOS,4476,609,399
S01,C01,B01,1,4,400,40,MOUSEPOS,4488,624,408
S01,C01,B01,1,4,400,40,MOUSEPOS,4499,643,419
S01,C01,B01,1,4,400,40,MOUSEPOS,4510,666,433
S01,C01,B01,1,4,400,40,MOUSEPOS,4521,690,449
S01,C01,B01,1,4,400,40,MOUSEPOS,4532,718,469
S01,C01,B01,1,4,400,40,MOUSEPOS,4543,743,488
S01,C01,B01,1,4,400,40,MOUSEPOS,4554,774,510
S01,C01,B01,1,4,400,40,MOUSEPOS,4566,811,539
S01,C01,B01,1,4,400,40,MOUSEPOS,4576,848,567
S01,C01,B01,1,4,400,40,MOUSEPOS,4588,886,594
S01,C01,B01,1,4,400,40,MOUSEPOS,4599,924,621
S01,C01,B01,1,4,400,40,MOUSEPOS,4610,958,645
S01,C01,B01,1,4,400,40,MOUSEPOS,4621,990,666
S01,C01,B01,1,4,400,40,MOUSEPOS,4632,1020,685
S01,C01,B01,1,4,400,40,MOUSEPOS,4643,1049,702
S01,C01,B01,1,4,400,40,MOUSEPOS,4654,1075,718
S01,C01,B01,1,4,400,40,MOUSEPOS,4666,1101,734
S01,C01,B01,1,4,400,40,MOUSEPOS,4676,1122,746
S01,C01,B01,1,4,400,40,MOUSEPOS,4688,1143,759
S01,C01,B01,1,4,400,40,MOUSEPOS,4699,1160,769
S01,C01,B01,1,4,400,40,MOUSEPOS,4709,1174,777
S01,C01,B01,1,4,400,40,MOUSEPOS,4721,1185,782
S01,C01,B01,1,4,400,40,MOUSEPOS,4732,1194,786
S01,C01,B01,1,4,400,40,MOUSEPOS,4743,1202,789
S01,C01,B01,1,4,400,40,MOUSEPOS,4754,1208,792
S01,C01,B01,1,4,400,40,MOUSEPOS,4766,1213,794
S01,C01,B01,1,4,400,40,MOUSEPOS,4776,1217,795
S01,C01,B01,1,4,400,40,MOUSEPOS,4788,1220,797
S01,C01,B01,1,4,400,40,MOUSEPOS,4799,1224,798
S01,C01,B01,1,4,400,40,MOUSEPOS,4806,1225,799
S01,C01,B01,1,4,400,40,MOUSEPOS,4806,1225,799
S01,C01,B01,1,4,400,40,MOUSEPOS,4824,1226,800
S01,C01,B01,1,4,400,40,MOUSEPOS,4824,1226,800
S01,C01,B01,1,4,400,40,MOUSEPOS,4824,1226,800
S01,C01,B01,1,4,400,40,MOUSEPOS,4824,1226,800
S01,C01,B01,1,4,400,40,MOUSEPOS,4824,1226,800
S01,C01,B01,1,4,400,40,MOUSEPOS,4878,1227,800
S01,C01,B01,1,4,400,40,MOUSEPOS,4890,1227,801
S01,C01,B01,1,4,400,40,MOUSEPOS,4902,1229,802
S01,C01,B01,1,4,400,40,MOUSEPOS,4907,1230,804
S01,C01,B01,1,4,400,40,MOUSEPOS,4923,1231,806
S01,C01,B01,1,4,400,40,MOUSEPOS,4926,1232,807
S01,C01,B01,1,4,400,40,MOUSEPOS,4945,1233,807
S01,C01,B01,1,4,400,40,MOUSEPOS,4945,1233,807
S01,C01,B01,1,4,400,40,MOUSEPOS,4945,1233,807
S01,C01,B01,1,4,400,40,MOUSEPOS,4945,1233,807
S01,C01,B01,1,4,400,40,MOUSEPOS,4945,1233,807
S01,C01,B01,1,4,400,40,MOUSEPOS,4945,1233,807
S01,C01,B01,1,4,400,40,MOUSEPOS,4945,1233,807
S01,C01,B01,1,4,400,40,MOUSEPOS,5010,1233,808
S01,C01,B01,1,4,400,40,MOUSEPOS,5010,1233,808
S01,C01,B01,1,4,400,40,MOUSEPOS,5010,1233,808
S01,C01,B01,1,4,400,40,MOUSEPOS,5010,1233,808
S01,C01,B01,1,4,400,40,MOUSEPOS,5010,1233,808
S01,C01,B01,1,4,400,40,MOUSEPOS,5010,1233,808
S01,C01,B01,1,4,400,40,MOUSEPOS,5010,1233,808
S01,C01,B01,1,4,400,40,MOUSEPOS,5085,1234,809
S01,C01,B01,1,4,400,40,MOUSEPOS,5096,1236,810
S01,C01,B01,1,4,400,40,MOUSEPOS,5114,1236,811
S01,C01,B01,1,4,400,40,MOUSEPOS,5114,1236,811
S01,C01,B01,1,5,400,40,MOUSEPOS,5128,1236,811
S01,C01,B01,1,5,400,40,MOUSEPOS,5128,1236,811
S01,C01,B01,1,5,400,40,MOUSEPOS,5154,1236,810
S01,C01,B01,1,5,400,40,MOUSEPOS,5154,1236,810
S01,C01,B01,1,5,400,40,MOUSEPOS,5171,1235,810
S01,C01,B01,1,5,400,40,MOUSEPOS,5171,1235,810
S01,C01,B01,1,5,400,40,MOUSEPOS,5171,1235,810
S01,C01,B01,1,5,400,40,MOUSEPOS,5171,1235,810
S01,C01,B01,1,5,400,40,MOUSEPOS,5216,1234,808
S01,C01,B01,1,5,400,40,MOUSEPOS,5228,1233,807
S01,C01,B01,1,5,400,40,MOUSEPOS,5238,1232,807
S01,C01,B01,1,5,400,40,MOUSEPOS,5247,1230,804
S01,C01,B01,1,5,400,40,MOUSEPOS,5260,1227,801
