Participant,Condition,Block,Sequence,Trial,Amplitudes,Width,Event,time,Pos_x,Pos_y
S01,C01,B01,1,1,200,40,MONITOR_INFO,54941,1920,1080
S01,C01,B01,1,1,200,30,MOUSEPOS,437,950,689
S01,C01,B01,1,1,200,30,MOUSEPOS,437,950,689
S01,C01,B01,1,1,200,30,MOUSEPOS,437,950,689
S01,C01,B01,1,1,200,30,MOUSEPOS,437,950,689
S01,C01,B01,1,1,200,30,MOUSEPOS,519,948,686
S01,C01,B01,1,1,200,30,MOUSEPOS,548,944,684
S01,C01,B01,1,1,200,30,MOUSEPOS,564,944,683
S01,C01,B01,1,1,200,30,MOUSEPOS,581,943,683
S01,C01,B01,1,1,200,30,MOUSEPOS,581,943,683
S01,C01,B01,1,1,200,30,MOUSEPOS,632,941,680
S01,C01,B01,1,1,200,30,MOUSEPOS,648,940,680
S01,C01,B01,1,1,200,30,MOUSEPOS,653,939,679
S01,C01,B01,1,1,200,30,MOUSEPOS,669,938,677
S01,C01,B01,1,1,200,30,MOUSEPOS,681,935,676
S01,C01,B01,1,1,200,30,MOUSEPOS,691,934,674
S01,C01,B01,1,1,200,30,MOUSEPOS,703,929,671
S01,C01,B01,1,1,200,30,MOUSEPOS,717,924,666
S01,C01,B01,1,1,200,30,MOUSEPOS,729,917,660
S01,C01,B01,1,1,200,30,MOUSEPOS,741,908,653
S01,C01,B01,1,1,200,30,MOUSEPOS,751,902,649
S01,C01,B01,1,1,200,30,MOUSEPOS,763,888,639
S01,C01,B01,1,1,200,30,MOUSEPOS,773,877,632
S01,C01,B01,1,1,200,30,MOUSEPOS,783,863,622
S01,C01,B01,1,1,200,30,MOUSEPOS,793,852,614
S01,C01,B01,1,1,200,30,MOUSEPOS,804,839,604
S01,C01,B01,1,1,200,30,MOUSEPOS,814,829,597
S01,C01,B01,1,1,200,30,MOUSEPOS,824,819,591
S01,C01,B01,1,1,200,30,MOUSEPOS,837,813,587
S01,C01,B01,1,1,200,30,MOUSEPOS,837,813,587
S01,C01,B01,1,1,200,30,MOUSEPOS,860,813,586
S01,C01,B01,1,1,200,30,MOUSEPOS,870,816,585
S01,C01,B01,1,1,200,30,MOUSEPOS,882,824,583
S01,C01,B01,1,1,200,30,MOUSEPOS,892,833,581
S01,C01,B01,1,1,200,30,MOUSEPOS,904,845,580
S01,C01,B01,1,1,200,30,MOUSEPOS,917,866,578
S01,C01,B01,1,1,200,30,MOUSEPOS,929,889,576
S01,C01,B01,1,1,200,30,MOUSEPOS,940,913,575
S01,C01,B01,1,1,200,30,MOUSEPOS,950,938,574
S01,C01,B01,1,1,200,30,MOUSEPOS,962,963,573
S01,C01,B01,1,1,200,30,MOUSEPOS,973,981,572
S01,C01,B01,1,1,200,30,MOUSEPOS,984,1000,572
S01,C01,B01,1,1,200,30,MOUSEPOS,996,1016,570
S01,C01,B01,1,1,200,30,MOUSEPOS,1006,1029,569
S01,C01,B01,1,1,200,30,MOUSEPOS,1017,1041,569
S01,C01,B01,1,1,200,30,MOUSEPOS,1027,1050,569
S01,C01,B01,1,1,200,30,MOUSEPOS,1037,1059,569
S01,C01,B01,1,1,200,30,MOUSEPOS,1050,1070,569
S01,C01,B01,1,1,200,30,MOUSEPOS,1060,1076,569
S01,C01,B01,1,1,200,30,MOUSEPOS,1070,1082,569
S01,C01,B01,1,1,200,30,MOUSEPOS,1083,1087,568
S01,C01,B01,1,1,200,30,MOUSEPOS,1092,1089,567
S01,C01,B01,1,1,200,30,MOUSEPOS,1099,1091,566
S01,C01,B01,1,1,200,30,MOUSEPOS,1118,1094,564
S01,C01,B01,1,1,200,30,MOUSEPOS,1130,1096,563
S01,C01,B01,1,1,200,30,MOUSEPOS,1133,1097,563
S01,C01,B01,1,1,200,30,MOUSEPOS,1146,1100,562
S01,C01,B01,1,1,200,30,MOUSEPOS,1162,1104,560
S01,C01,B01,1,1,200,30,MOUSEPOS,1171,1106,558
S01,C01,B01,1,1,200,30,MOUSEPOS,1186,1109,556
S01,C01,B01,1,1,200,30,MOUSEPOS,1198,1112,554
S01,C01,B01,1,1,200,30,MOUSEPOS,1210,1114,552
S01,C01,B01,1,1,200,30,MOUSEPOS,1220,1117,551
S01,C01,B01,1,1,200,30,MOUSEPOS,1232,1124,550
S01,C01,B01,1,1,200,30,MOUSEPOS,1243,1129,549
S01,C01,B01,1,1,200,30,MOUSEPOS,1254,1137,548
S01,C01,B01,1,1,200,30,MOUSEPOS,1265,1142,547
S01,C01,B01,1,1,200,30,MOUSEPOS,1275,1148,546
S01,C01,B01,1,1,200,30,MOUSEPOS,1287,1154,545
S01,C01,B01,1,1,200,30,MOUSEPOS,1301,1160,544
S01,C01,B01,1,1,200,30,MOUSEPOS,1313,1166,544
S01,C01,B01,1,1,200,30,MOUSEPOS,1323,1169,544
S01,C01,B01,1,1,200,30,MOUSEPOS,1333,1172,544
S01,C01,B01,1,1,200,30,MOUSEPOS,1342,1175,543
S01,C01,B01,1,1,200,30,MOUSEPOS,1357,1178,543
S01,C01,B01,1,1,200,30,MOUSEPOS,1357,1178,543
S01,C01,B01,1,1,200,30,MOUSEPOS,1357,1178,543
S01,C01,B01,1,1,200,30,MOUSEPOS,1390,1178,543
S01,C01,B01,1,1,200,30,MOUSEPOS,1390,1178,543
S01,C01,B01,1,1,200,30,MOUSEPOS,1390,1178,543
S01,C01,B01,1,1,200,30,MOUSEPOS,1421,1177,543
S01,C01,B01,1,1,200,30,MOUSEPOS,1433,1175,543
S01,C01,B01,1,1,200,30,MOUSEPOS,1445,1174,543
S01,C01,B01,1,1,200,30,MOUSEPOS,1458,1171,543
S01,C01,B01,1,1,200,30,MOUSEPOS,1470,1165,543
S01,C01,B01,1,1,200,30,MOUSEPOS,1483,1155,544
S01,C01,B01,1,1,200,30,MOUSEPOS,1496,1144,545
S01,C01,B01,1,1,200,30,MOUSEPOS,1506,1126,547
S01,C01,B01,1,1,200,30,MOUSEPOS,1517,1111,548
S01,C01,B01,1,1,200,30,MOUSEPOS,1529,1086,550
S01,C01,B01,1,1,200,30,MOUSEPOS,1540,1065,552
S01,C01,B01,1,1,200,30,MOUSEPOS,1550,1043,554
S01,C01,B01,1,1,200,30,MOUSEPOS,1563,1011,556
S01,C01,B01,1,1,200,30,MOUSEPOS,1573,986,557
S01,C01,B01,1,1,200,30,MOUSEPOS,1586,957,557
S01,C01,B01,1,1,200,30,MOUSEPOS,1596,938,557
S01,C01,B01,1,1,200,30,MOUSEPOS,1607,916,557
S01,C01,B01,1,1,200,30,MOUSEPOS,1617,894,554
S01,C01,B01,1,1,200,30,MOUSEPOS,1629,871,551
S01,C01,B01,1,1,200,30,MOUSEPOS,1640,855,549
S01,C01,B01,1,1,200,30,MOUSEPOS,1650,836,546
S01,C01,B01,1,1,200,30,MOUSEPOS,1660,821,543
S01,C01,B01,1,1,200,30,MOUSEPOS,1670,809,541
S01,C01,B01,1,1,200,30,MOUSEPOS,1683,794,539
S01,C01,B01,1,1,200,30,MOUSEPOS,1693,788,539
S01,C01,B01,1,1,200,30,MOUSEPOS,1704,782,539
S01,C01,B01,1,1,200,30,MOUSEPOS,1717,778,539
S01,C01,B01,1,1,200,30,MOUSEPOS,1729,777,539
S01,C01,B01,1,1,200,30,MOUSEPOS,1729,777,539
S01,C01,B01,1,1,200,30,MOUSEPOS,1729,777,539
S01,C01,B01,1,1,200,30,MOUSEPOS,1729,777,539
S01,C01,B01,1,1,200,30,MOUSEPOS,1729,777,539
S01,C01,B01,1,1,200,30,MOUSEPOS,1781,776,539
S01,C01,B01,1,1,200,30,MOUSEPOS,1793,773,539
S01,C01,B01,1,1,200,30,MOUSEPOS,1803,770,539
S01,C01,B01,1,1,200,30,MOUSEPOS,1814,766,539
S01,C01,B01,1,1,200,30,MOUSEPOS,1824,763,539
S01,C01,B01,1,1,200,30,MOUSEPOS,1837,759,539
S01,C01,B01,1,1,200,30,MOUSEPOS,1843,758,539
S01,C01,B01,1,1,200,30,MOUSEPOS,1843,758,539
S01,C01,B01,1,1,200,30,MOUSEPOS,1843,758,539
S01,C01,B01,1,1,200,30,MOUSEPOS,1843,758,539
S01,C01,B01,1,1,200,30,MOUSEPOS,1843,758,539
S01,C01,B01,1,1,200,30,MOUSEPOS,1843,758,539
S01,C01,B01,1,1,200,30,MOUSEPOS,1843,758,539
S01,C01,B01,1,1,200,30,MOUSEPOS,1843,758,539
S01,C01,B01,1,1,200,30,MOUSEPOS,1843,758,539
S01,C01,B01,1,1,200,30,MOUSEPOS,1843,758,539
S01,C01,B01,1,1,200,30,MOUSEPOS,1843,758,539
S01,C01,B01,1,1,200,30,MOUSEPOS,1843,758,539
S01,C01,B01,1,1,200,30,MOUSEPOS,1843,758,539
S01,C01,B01,1,1,200,30,MOUSEPOS,1995,759,539
S01,C01,B01,1,1,200,30,MOUSEPOS,2004,759,538
S01,C01,B01,1,1,200,30,MOUSEPOS,2004,759,538
S01,C01,B01,1,1,200,30,MOUSEPOS,2004,759,538
S01,C01,B01,1,1,200,30,MOUSEPOS,2004,759,538
S01,C01,B01,1,1,200,30,MOUSEPOS,2004,759,538
S01,C01,B01,1,1,200,30,MOUSEPOS,2004,759,538
S01,C01,B01,1,1,200,30,MOUSEPOS,2004,759,538
S01,C01,B01,1,1,200,30,MOUSEPOS,2004,759,538
S01,C01,B01,1,1,200,30,MOUSEPOS,2004,759,538
S01,C01,B01,1,1,200,30,MOUSEPOS,2004,759,538
S01,C01,B01,1,2,200,30,MOUSEPOS,2126,759,538
S01,C01,B01,1,2,200,30,MOUSEPOS,2126,759,538
S01,C01,B01,1,2,200,30,MOUSEPOS,2126,759,538
S01,C01,B01,1,2,200,30,MOUSEPOS,2126,759,538
S01,C01,B01,1,2,200,30,MOUSEPOS,2126,759,538
S01,C01,B01,1,2,200,30,MOUSEPOS,2126,759,538
S01,C01,B01,1,2,200,30,MOUSEPOS,2126,759,538
S01,C01,B01,1,2,200,30,MOUSEPOS,2126,759,538
S01,C01,B01,1,2,200,30,MOUSEPOS,2223,758,538
S01,C01,B01,1,2,200,30,MOUSEPOS,2223,758,538
S01,C01,B01,1,2,200,30,MOUSEPOS,2223,758,538
S01,C01,B01,1,2,200,30,MOUSEPOS,2223,758,538
S01,C01,B01,1,2,200,30,MOUSEPOS,2267,758,538
S01,C01,B01,1,2,200,30,MOUSEPOS,2267,758,538
S01,C01,B01,1,2,200,30,MOUSEPOS,2291,761,538
S01,C01,B01,1,2,200,30,MOUSEPOS,2300,767,538
S01,C01,B01,1,2,200,30,MOUSEPOS,2313,780,541
S01,C01,B01,1,2,200,30,MOUSEPOS,2326,799,545
S01,C01,B01,1,2,200,30,MOUSEPOS,2336,817,549
S01,C01,B01,1,2,200,30,MOUSEPOS,2350,845,555
S01,C01,B01,1,2,200,30,MOUSEPOS,2360,868,560
S01,C01,B01,1,2,200,30,MOUSEPOS,2370,894,566
S01,C01,B01,1,2,200,30,MOUSEPOS,2379,923,571
S01,C01,B01,1,2,200,30,MOUSEPOS,2390,952,578
S01,C01,B01,1,2,200,30,MOUSEPOS,2400,982,584
S01,C01,B01,1,2,200,30,MOUSEPOS,2410,1012,590
S01,C01,B01,1,2,200,30,MOUSEPOS,2420,1040,595
S01,C01,B01,1,2,200,30,MOUSEPOS,2433,1074,600
S01,C01,B01,1,2,200,30,MOUSEPOS,2443,1097,603
S01,C01,B01,1,2,200,30,MOUSEPOS,2453,1115,605
S01,C01,B01,1,2,200,30,MOUSEPOS,2462,1130,608
S01,C01,B01,1,2,200,30,MOUSEPOS,2473,1141,609
S01,C01,B01,1,2,200,30,MOUSEPOS,2483,1152,611
S01,C01,B01,1,2,200,30,MOUSEPOS,2490,1157,612
S01,C01,B01,1,2,200,30,MOUSEPOS,2502,1161,613
S01,C01,B01,1,2,200,30,MOUSEPOS,2509,1162,614
S01,C01,B01,1,2,200,30,MOUSEPOS,2509,1162,614
S01,C01,B01,1,2,200,30,MOUSEPOS,2509,1162,614
S01,C01,B01,1,2,200,30,MOUSEPOS,2509,1162,614
S01,C01,B01,1,2,200,30,MOUSEPOS,2509,1162,614
S01,C01,B01,1,2,200,30,MOUSEPOS,2509,1162,614
S01,C01,B01,1,2,200,30,MOUSEPOS,2509,1162,614
S01,C01,B01,1,2,200,30,MOUSEPOS,2509,1162,614
S01,C01,B01,1,2,200,30,MOUSEPOS,2509,1162,614
S01,C01,B01,1,2,200,30,MOUSEPOS,2509,1162,614
S01,C01,B01,1,2,200,30,MOUSEPOS,2509,1162,614
S01,C01,B01,1,2,200,30,MOUSEPOS,2509,1162,614
S01,C01,B01,1,2,200,30,MOUSEPOS,2509,1162,614
S01,C01,B01,1,2,200,30,MOUSEPOS,2509,1162,614
S01,C01,B01,1,2,200,30,MOUSEPOS,2673,1161,614
S01,C01,B01,1,2,200,30,MOUSEPOS,2679,1160,614
S01,C01,B01,1,2,200,30,MOUSEPOS,2695,1158,615
S01,C01,B01,1,2,200,30,MOUSEPOS,2704,1156,615
S01,C01,B01,1,2,200,30,MOUSEPOS,2714,1153,615
S01,C01,B01,1,2,200,30,MOUSEPOS,2726,1150,615
S01,C01,B01,1,2,200,30,MOUSEPOS,2733,1148,615
S01,C01,B01,1,2,200,30,MOUSEPOS,2748,1146,615
S01,C01,B01,1,2,200,30,MOUSEPOS,2748,1146,615
S01,C01,B01,1,2,200,30,MOUSEPOS,2769,1145,615
S01,C01,B01,1,2,200,30,MOUSEPOS,2769,1145,615
S01,C01,B01,1,2,200,30,MOUSEPOS,2769,1145,615
S01,C01,B01,1,2,200,30,MOUSEPOS,2806,1144,615
S01,C01,B01,1,2,200,30,MOUSEPOS,2806,1144,615
S01,C01,B01,1,2,200,30,MOUSEPOS,2824,1143,615
S01,C01,B01,1,2,200,30,MOUSEPOS,2824,1143,615
S01,C01,B01,1,2,200,30,MOUSEPOS,2824,1143,615
S01,C01,B01,1,2,200,30,MOUSEPOS,2824,1143,615
S01,C01,B01,1,2,200,30,MOUSEPOS,2824,1143,615
S01,C01,B01,1,2,200,30,MOUSEPOS,2824,1143,615
S01,C01,B01,1,2,200,30,MOUSEPOS,2824,1143,615
S01,C01,B01,1,2,200,30,MOUSEPOS,2824,1143,615
S01,C01,B01,1,2,200,30,MOUSEPOS,2824,1143,615
S01,C01,B01,1,2,200,30,MOUSEPOS,2824,1143,615
S01,C01,B01,1,2,200,30,MOUSEPOS,2824,1143,615
S01,C01,B01,1,2,200,30,MOUSEPOS,2824,1143,615
S01,C01,B01,1,2,200,30,MOUSEPOS,2824,1143,615
S01,C01,B01,1,2,200,30,MOUSEPOS,2824,1143,615
S01,C01,B01,1,3,200,30,MOUSEPOS,2984,1143,615
S01,C01,B01,1,3,200,30,MOUSEPOS,2984,1143,615
S01,C01,B01,1,3,200,30,MOUSEPOS,2984,1143,615
S01,C01,B01,1,3,200,30,MOUSEPOS,2984,1143,615
S01,C01,B01,1,3,200,30,MOUSEPOS,2984,1143,615
S01,C01,B01,1,3,200,30,MOUSEPOS,2984,1143,615
S01,C01,B01,1,3,200,30,MOUSEPOS,2984,1143,615
S01,C01,B01,1,3,200,30,MOUSEPOS,2984,1143,615
S01,C01,B01,1,3,200,30,MOUSEPOS,2984,1143,615
S01,C01,B01,1,3,200,30,MOUSEPOS,3082,1143,615
S01,C01,B01,1,3,200,30,MOUSEPOS,3082,1143,615
S01,C01,B01,1,3,200,30,MOUSEPOS,3112,1142,615
S01,C01,B01,1,3,200,30,MOUSEPOS,3124,1139,614
S01,C01,B01,1,3,200,30,MOUSEPOS,3134,1133,611
S01,C01,B01,1,3,200,30,MOUSEPOS,3147,1124,606
S01,C01,B01,1,3,200,30,MOUSEPOS,3159,1107,599
S01,C01,B01,1,3,200,30,MOUSEPOS,3170,1091,592
S01,C01,B01,1,3,200,30,MOUSEPOS,3179,1074,586
S01,C01,B01,1,3,200,30,MOUSEPOS,3190,1055,580
S01,C01,B01,1,3,200,30,MOUSEPOS,3200,1035,575
S01,C01,B01,1,3,200,30,MOUSEPOS,3210,1013,570
S01,C01,B01,1,3,200,30,MOUSEPOS,3221,994,566
S01,C01,B01,1,3,200,30,MOUSEPOS,3231,974,563
S01,C01,B01,1,3,200,30,MOUSEPOS,3241,953,559
S01,C01,B01,1,3,200,30,MOUSEPOS,3254,928,553
S01,C01,B01,1,3,200,30,MOUSEPOS,3265,910,548
S01,C01,B01,1,3,200,30,MOUSEPOS,3275,893,542
S01,C01,B01,1,3,200,30,MOUSEPOS,3285,878,538
S01,C01,B01,1,3,200,30,MOUSEPOS,3297,866,534
S01,C01,B01,1,3,200,30,MOUSEPOS,3310,855,530
S01,C01,B01,1,3,200,30,MOUSEPOS,3320,849,527
S01,C01,B01,1,3,200,30,MOUSEPOS,3333,842,524
S01,C01,B01,1,3,200,30,MOUSEPOS,3346,837,521
S01,C01,B01,1,3,200,30,MOUSEPOS,3357,833,519
S01,C01,B01,1,3,200,30,MOUSEPOS,3367,830,518
S01,C01,B01,1,3,200,30,MOUSEPOS,3373,830,517
S01,C01,B01,1,3,200,30,MOUSEPOS,3373,830,517
S01,C01,B01,1,3,200,30,MOUSEPOS,3400,829,515
S01,C01,B01,1,3,200,30,MOUSEPOS,3413,828,513
S01,C01,B01,1,3,200,30,MOUSEPOS,3420,827,511
S01,C01,B01,1,3,200,30,MOUSEPOS,3433,826,508
S01,C01,B01,1,3,200,30,MOUSEPOS,3440,824,506
S01,C01,B01,1,3,200,30,MOUSEPOS,3456,818,500
S01,C01,B01,1,3,200,30,MOUSEPOS,3467,815,498
S01,C01,B01,1,3,200,30,MOUSEPOS,3476,810,495
S01,C01,B01,1,3,200,30,MOUSEPOS,3487,807,492
S01,C01,B01,1,3,200,30,MOUSEPOS,3500,805,490
S01,C01,B01,1,3,200,30,MOUSEPOS,3509,803,488
S01,C01,B01,1,3,200,30,MOUSEPOS,3519,803,487
S01,C01,B01,1,3,200,30,MOUSEPOS,3534,801,485
S01,C01,B01,1,3,200,30,MOUSEPOS,3546,800,483
S01,C01,B01,1,3,200,30,MOUSEPOS,3553,800,482
S01,C01,B01,1,3,200,30,MOUSEPOS,3564,799,482
S01,C01,B01,1,3,200,30,MOUSEPOS,3583,798,481
S01,C01,B01,1,3,200,30,MOUSEPOS,3590,797,480
S01,C01,B01,1,3,200,30,MOUSEPOS,3603,795,478
S01,C01,B01,1,3,200,30,MOUSEPOS,3617,793,476
S01,C01,B01,1,3,200,30,MOUSEPOS,3624,790,473
S01,C01,B01,1,3,200,30,MOUSEPOS,3637,788,470
S01,C01,B01,1,3,200,30,MOUSEPOS,3637,788,470
S01,C01,B01,1,3,200,30,MOUSEPOS,3654,787,469
S01,C01,B01,1,3,200,30,MOUSEPOS,3670,786,468
S01,C01,B01,1,3,200,30,MOUSEPOS,3670,786,468
S01,C01,B01,1,3,200,30,MOUSEPOS,3686,786,467
S01,C01,B01,1,3,200,30,MOUSEPOS,3699,785,467
S01,C01,B01,1,3,200,30,MOUSEPOS,3717,783,466
S01,C01,B01,1,3,200,30,MOUSEPOS,3723,782,465
S01,C01,B01,1,3,200,30,MOUSEPOS,3736,781,465
S01,C01,B01,1,3,200,30,MOUSEPOS,3751,780,465
S01,C01,B01,1,3,200,30,MOUSEPOS,3751,780,465
S01,C01,B01,1,3,200,30,MOUSEPOS,3751,780,465
S01,C01,B01,1,3,200,30,MOUSEPOS,3751,780,465
S01,C01,B01,1,3,200,30,MOUSEPOS,3751,780,465
S01,C01,B01,1,3,200,30,MOUSEPOS,3809,780,464
S01,C01,B01,1,3,200,30,MOUSEPOS,3817,779,464
S01,C01,B01,1,3,200,30,MOUSEPOS,3817,779,464
S01,C01,B01,1,3,200,30,MOUSEPOS,3817,779,464
S01,C01,B01,1,3,200,30,MOUSEPOS,3817,779,464
S01,C01,B01,1,3,200,30,MOUSEPOS,3817,779,464
S01,C01,B01,1,3,200,30,MOUSEPOS,3817,779,464
S01,C01,B01,1,3,200,30,MOUSEPOS,3817,779,464
S01,C01,B01,1,3,200,30,MOUSEPOS,3893,778,464
S01,C01,B01,1,3,200,30,MOUSEPOS,3893,778,464
S01,C01,B01,1,3,200,30,MOUSEPOS,3893,778,464
S01,C01,B01,1,3,200,30,MOUSEPOS,3893,778,464
S01,C01,B01,1,3,200,30,MOUSEPOS,3893,778,464
S01,C01,B01,1,3,200,30,MOUSEPOS,3893,778,464
S01,C01,B01,1,3,200,30,MOUSEPOS,3893,778,464
S01,C01,B01,1,3,200,30,MOUSEPOS,3893,778,464
S01,C01,B01,1,3,200,30,MOUSEPOS,3893,778,464
S01,C01,B01,1,4,200,30,MOUSEPOS,4001,778,464
S01,C01,B01,1,4,200,30,MOUSEPOS,4001,778,464
S01,C01,B01,1,4,200,30,MOUSEPOS,4001,778,464
S01,C01,B01,1,4,200,30,MOUSEPOS,4001,778,464
S01,C01,B01,1,4,200,30,MOUSEPOS,4001,778,464
S01,C01,B01,1,4,200,30,MOUSEPOS,4001,778,464
S01,C01,B01,1,4,200,30,MOUSEPOS,4001,778,464
S01,C01,B01,1,4,200,30,MOUSEPOS,4087,778,464
S01,C01,B01,1,4,200,30,MOUSEPOS,4087,778,464
S01,C01,B01,1,4,200,30,MOUSEPOS,4110,779,464
S01,C01,B01,1,4,200,30,MOUSEPOS,4120,783,467
S01,C01,B01,1,4,200,30,MOUSEPOS,4129,789,470
S01,C01,B01,1,4,200,30,MOUSEPOS,4140,797,475
S01,C01,B01,1,4,200,30,MOUSEPOS,4150,810,483
S01,C01,B01,1,4,200,30,MOUSEPOS,4160,823,492
S01,C01,B01,1,4,200,30,MOUSEPOS,4170,835,500
S01,C01,B01,1,4,200,30,MOUSEPOS,4179,848,510
S01,C01,B01,1,4,200,30,MOUSEPOS,4189,861,520
S01,C01,B01,1,4,200,30,MOUSEPOS,4200,875,530
S01,C01,B01,1,4,200,30,MOUSEPOS,4209,890,540
S01,C01,B01,1,4,200,30,MOUSEPOS,4220,906,552
S01,C01,B01,1,4,200,30,MOUSEPOS,4230,921,563
S01,C01,B01,1,4,200,30,MOUSEPOS,4240,939,576
S01,C01,B01,1,4,200,30,MOUSEPOS,4250,957,589
S01,C01,B01,1,4,200,30,MOUSEPOS,4260,975,602
S01,C01,B01,1,4,200,30,MOUSEPOS,4270,992,612
S01,C01,B01,1,4,200,30,MOUSEPOS,4279,1005,620
S01,C01,B01,1,4,200,30,MOUSEPOS,4290,1016,626
S01,C01,B01,1,4,200,30,MOUSEPOS,4300,1025,632
S01,C01,B01,1,4,200,30,MOUSEPOS,4309,1034,636
S01,C01,B01,1,4,200,30,MOUSEPOS,4320,1039,640
S01,C01,B01,1,4,200,30,MOUSEPOS,4330,1046,645
S01,C01,B01,1,4,200,30,MOUSEPOS,4340,1050,648
S01,C01,B01,1,4,200,30,MOUSEPOS,4350,1054,652
S01,C01,B01,1,4,200,30,MOUSEPOS,4359,1057,654
S01,C01,B01,1,4,200,30,MOUSEPOS,4367,1058,656
S01,C01,B01,1,4,200,30,MOUSEPOS,4376,1060,657
S01,C01,B01,1,4,200,30,MOUSEPOS,4376,1060,657
S01,C01,B01,1,4,200,30,MOUSEPOS,4376,1060,657
S01,C01,B01,1,4,200,30,MOUSEPOS,4376,1060,657
S01,C01,B01,1,4,200,30,MOUSEPOS,4376,1060,657
S01,C01,B01,1,4,200,30,MOUSEPOS,4376,1060,657
S01,C01,B01,1,4,200,30,MOUSEPOS,4453,1061,658
S01,C01,B01,1,4,200,30,MOUSEPOS,4462,1063,659
S01,C01,B01,1,4,200,30,MOUSEPOS,4470,1064,659
S01,C01,B01,1,4,200,30,MOUSEPOS,4485,1064,660
S01,C01,B01,1,4,200,30,MOUSEPOS,4485,1064,660
S01,C01,B01,1,4,200,30,MOUSEPOS,4485,1064,660
S01,C01,B01,1,4,200,30,MOUSEPOS,4485,1064,660
S01,C01,B01,1,4,200,30,MOUSEPOS,4534,1065,661
S01,C01,B01,1,4,200,30,MOUSEPOS,4546,1068,663
S01,C01,B01,1,4,200,30,MOUSEPOS,4559,1071,665
S01,C01,B01,1,4,200,30,MOUSEPOS,4570,1074,668
S01,C01,B01,1,4,200,30,MOUSEPOS,4583,1076,669
S01,C01,B01,1,4,200,30,MOUSEPOS,4583,1076,669
S01,C01,B01,1,4,200,30,MOUSEPOS,4583,1076,669
S01,C01,B01,1,4,200,30,MOUSEPOS,4583,1076,669
S01,C01,B01,1,4,200,30,MOUSEPOS,4629,1077,669
S01,C01,B01,1,4,200,30,MOUSEPOS,4641,1078,670
S01,C01,B01,1,4,200,30,MOUSEPOS,4647,1079,671
S01,C01,B01,1,4,200,30,MOUSEPOS,4659,1080,672
S01,C01,B01,1,4,200,30,MOUSEPOS,4670,1082,673
S01,C01,B01,1,4,200,30,MOUSEPOS,4676,1082,674
S01,C01,B01,1,4,200,30,MOUSEPOS,4676,1082,674
S01,C01,B01,1,4,200,30,MOUSEPOS,4676,1082,674
S01,C01,B01,1,4,200,30,MOUSEPOS,4676,1082,674
S01,C01,B01,1,4,200,30,MOUSEPOS,4676,1082,674
S01,C01,B01,1,4,200,30,MOUSEPOS,4740,1084,675
S01,C01,B01,1,4,200,30,MOUSEPOS,4750,1085,676
S01,C01,B01,1,4,200,30,MOUSEPOS,4753,1085,677
S01,C01,B01,1,4,200,30,MOUSEPOS,4753,1085,677
S01,C01,B01,1,4,200,30,MOUSEPOS,4753,1085,677
S01,C01,B01,1,4,200,30,MOUSEPOS,4798,1086,677
S01,C01,B01,1,4,200,30,MOUSEPOS,4804,1086,678
S01,C01,B01,1,4,200,30,MOUSEPOS,4817,1087,678
S01,C01,B01,1,4,200,30,MOUSEPOS,4823,1088,680
S01,C01,B01,1,4,200,30,MOUSEPOS,4837,1089,681
S01,C01,B01,1,4,200,30,MOUSEPOS,4850,1090,681
S01,C01,B01,1,4,200,30,MOUSEPOS,4850,1090,681
S01,C01,B01,1,4,200,30,MOUSEPOS,4850,1090,681
S01,C01,B01,1,4,200,30,MOUSEPOS,4850,1090,681
S01,C01,B01,1,4,200,30,MOUSEPOS,4850,1090,681
S01,C01,B01,1,4,200,30,MOUSEPOS,4850,1090,681
S01,C01,B01,1,4,200,30,MOUSEPOS,4923,1091,682
S01,C01,B01,1,4,200,30,MOUSEPOS,4923,1091,682
S01,C01,B01,1,4,200,30,MOUSEPOS,4942,1091,683
S01,C01,B01,1,4,200,30,MOUSEPOS,4951,1092,683
S01,C01,B01,1,4,200,30,MOUSEPOS,4951,1092,683
S01,C01,B01,1,4,200,30,MOUSEPOS,4951,1092,683
S01,C01,B01,1,4,200,30,MOUSEPOS,4951,1092,683
S01,C01,B01,1,4,200,30,MOUSEPOS,4951,1092,683
S01,C01,B01,1,4,200,30,MOUSEPOS,4951,1092,683
S01,C01,B01,1,4,200,30,MOUSEPOS,5029,1093,683
S01,C01,B01,1,4,200,30,MOUSEPOS,5041,1096,684
S01,C01,B01,1,4,200,30,MOUSEPOS,5044,1097,684
S01,C01,B01,1,4,200,30,MOUSEPOS,5060,1099,685
S01,C01,B01,1,4,200,30,MOUSEPOS,5060,1099,685
S01,C01,B01,1,4,200,30,MOUSEPOS,5060,1099,685
S01,C01,B01,1,4,200,30,MOUSEPOS,5060,1099,685
S01,C01,B01,1,4,200,30,MOUSEPOS,5060,1099,685
S01,C01,B01,1,4,200,30,MOUSEPOS,5060,1099,685
S01,C01,B01,1,4,200,30,MOUSEPOS,5060,1099,685
S01,C01,B01,1,4,200,30,MOUSEPOS,5145,1100,685
S01,C01,B01,1,4,200,30,MOUSEPOS,5145,1100,685
S01,C01,B01,1,4,200,30,MOUSEPOS,5145,1100,685
S01,C01,B01,1,4,200,30,MOUSEPOS,5145,1100,685
S01,C01,B01,1,4,200,30,MOUSEPOS,5145,1100,685
S01,C01,B01,1,4,200,30,MOUSEPOS,5145,1100,685
