SampleTimeFine,Acc_X,Acc_Y,Acc_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Quat_q0,Quat_q1,Quat_q2,Quat_q3
15,-0.329268,-0.384513,9.942638,-0.031114,-0.016788,0.142767,0.999716,-0.018445,0.015029,-0.001609
15.01,-0.323062,-0.378131,9.893805,-0.025377,-0.012925,0.093569,0.999716,-0.018425,0.015054,-0.001574
15.02,-0.335225,-0.378254,9.930442,-0.037761,-0.011681,0.13053,0.999716,-0.018418,0.015018,-0.001532
15.03,-0.33474,-0.36585,9.948733,-0.035993,0.001492,0.148331,0.999716,-0.018419,0.015029,-0.001529
15.04,-0.316972,-0.384412,9.91823,-0.020226,-0.018337,0.118012,0.999717,-0.018416,0.014999,-0.001579
15.05,-0.316382,-0.353966,9.930422,-0.019246,0.013269,0.129049,0.999716,-0.01844,0.014987,-0.001574
15.06,-0.341276,-0.396426,9.924346,-0.045558,-0.030166,0.125285,0.999717,-0.018418,0.014945,-0.001579
15.07,-0.328818,-0.377816,9.918205,-0.031651,-0.011472,0.118099,0.999717,-0.018423,0.014984,-0.001569
15.08,-0.335623,-0.347697,9.912119,-0.038803,0.018021,0.111113,0.999717,-0.018411,0.014989,-0.001578
15.09,-0.316607,-0.378197,9.960957,-0.020175,-0.010175,0.160448,0.999718,-0.018427,0.014931,-0.00155
15.1,-0.323179,-0.378323,9.912123,-0.028228,-0.01225,0.111869,0.999718,-0.018426,0.01491,-0.001511
15.11,-0.335129,-0.366052,9.948733,-0.038483,0.001481,0.148342,0.999718,-0.018429,0.014922,-0.00147
15.12,-0.311208,-0.35418,9.899898,-0.015994,0.012206,0.098411,0.999717,-0.018455,0.014926,-0.001465
15.13,-0.335359,-0.37867,9.912027,-0.040273,-0.012113,0.112149,0.999717,-0.01845,0.014914,-0.001509
15.14,-0.329311,-0.378671,9.93042,-0.03405,-0.010404,0.13034,0.999717,-0.018484,0.014896,-0.001492
15.15,-0.335056,-0.378623,9.881516,-0.041238,-0.013325,0.081659,0.999718,-0.018455,0.014892,-0.001501
15.16,-0.335646,-0.390414,9.93043,-0.040164,-0.023403,0.130972,0.999718,-0.018442,0.014899,-0.001542
15.17,-0.329422,-0.371731,9.893809,-0.034923,-0.006337,0.093518,0.999718,-0.018429,0.014903,-0.001551
15.18,-0.316949,-0.378221,9.89382,-0.023484,-0.013096,0.093395,0.999719,-0.018418,0.01487,-0.001531
15.19,-0.322794,-0.384355,9.973131,-0.025821,-0.015277,0.173021,0.999718,-0.018448,0.014898,-0.001526
15.2,-0.323205,-0.366124,9.954846,-0.027508,0.001964,0.154093,0.999718,-0.018449,0.01488,-0.001484
15.21,-0.29238,-0.372306,9.906003,0.002283,-0.005629,0.104619,0.999718,-0.018466,0.014889,-0.001464
15.22,-0.335327,-0.38467,9.924323,-0.040994,-0.016599,0.124649,0.999717,-0.01849,0.014864,-0.001462
15.23,-0.316873,-0.354303,9.924314,-0.021391,0.013437,0.122971,0.999717,-0.01849,0.014891,-0.001478
15.24,-0.341802,-0.360093,9.948731,-0.045515,0.008865,0.148316,0.999717,-0.018496,0.014903,-0.001487
15.25,-0.323276,-0.372233,9.924329,-0.028464,-0.004306,0.123839,0.999717,-0.018497,0.014884,-0.001492
15.26,-0.335668,-0.366548,9.893787,-0.041286,0.001558,0.09349,0.999716,-0.018539,0.014892,-0.001479
15.27,-0.372353,-0.373001,9.930326,-0.07652,-0.003783,0.13132,0.999716,-0.018541,0.014907,-0.001459
15.28,-0.335588,-0.384429,9.936531,-0.039751,-0.015162,0.136847,0.999716,-0.01854,0.014907,-0.001428
15.29,-0.335661,-0.378666,9.918194,-0.039545,-0.008795,0.118324,0.999715,-0.018583,0.014934,-0.001427
15.3,-0.329681,-0.389976,9.936546,-0.032722,-0.021567,0.136895,0.999716,-0.018526,0.014954,-0.001424
15.31,-0.354249,-0.395719,9.924305,-0.057361,-0.026148,0.12562,0.999715,-0.018558,0.014971,-0.001429
15.32,-0.347389,-0.384625,9.967055,-0.05055,-0.013252,0.167697,0.999715,-0.018577,0.014931,-0.001421
15.33,-0.352815,-0.390721,9.936539,-0.056876,-0.020957,0.137603,0.999715,-0.018566,0.014919,-0.001416
15.34,-0.335575,-0.402578,9.960952,-0.038846,-0.032375,0.161915,0.999716,-0.018548,0.014919,-0.001471
15.35,-0.323198,-0.377642,9.930434,-0.02726,-0.009115,0.130138,0.999716,-0.018527,0.014921,-0.001461
15.36,-0.347718,-0.390401,9.912125,-0.052582,-0.022644,0.11305,0.999716,-0.018513,0.014914,-0.001475
15.37,-0.341694,-0.37817,9.979237,-0.043554,-0.007173,0.179459,0.999715,-0.018535,0.014943,-0.001456
15.38,-0.347832,-0.384316,9.936534,-0.051153,-0.015448,0.137214,0.999716,-0.018523,0.014948,-0.00146
15.39,-0.35386,-0.395922,9.930439,-0.057254,-0.028142,0.131734,0.999716,-0.018488,0.014955,-0.001515
15.4,-0.329538,-0.371694,9.960962,-0.031837,-0.004177,0.160602,0.999717,-0.018434,0.014961,-0.001502
15.41,-0.347455,-0.383168,9.973161,-0.050185,-0.014667,0.173741,0.999717,-0.018432,0.014936,-0.001443
15.42,-0.341984,-0.384439,9.960934,-0.043948,-0.016375,0.161417,0.999717,-0.018432,0.014967,-0.001491
15.43,-0.323616,-0.354236,9.924218,-0.027305,0.013615,0.123075,0.999716,-0.018473,0.014953,-0.001486
15.44,-0.323204,-0.384173,9.906029,-0.027908,-0.018177,0.105999,0.999717,-0.018447,0.014936,-0.001483
15.45,-0.340798,-0.414375,9.942641,-0.045258,-0.046408,0.144208,0.999718,-0.018457,0.014903,-0.001415
15.46,-0.317274,-0.348038,9.954833,-0.020851,0.020814,0.153236,0.999717,-0.018479,0.014904,-0.001408
15.47,-0.316991,-0.390979,9.966953,-0.020602,-0.021699,0.166922,0.999717,-0.018484,0.014896,-0.001448
15.48,-0.347769,-0.360097,9.936528,-0.052144,0.008334,0.136304,0.999717,-0.018492,0.014894,-0.001441
15.49,-0.335232,-0.365848,9.912132,-0.040815,0.000727,0.111773,0.999718,-0.018464,0.014878,-0.001452
15.5,-0.316785,-0.402491,9.94266,-0.022875,-0.035332,0.143068,0.999719,-0.018438,0.01483,-0.001446
15.51,-0.334253,-0.396507,9.936516,-0.040558,-0.027651,0.137231,0.999718,-0.01849,0.014813,-0.001527
15.52,-0.317598,-0.354065,9.948721,-0.02224,0.015044,0.147361,0.999717,-0.018505,0.014846,-0.001506
15.53,-0.354637,-0.366217,9.863187,-0.061368,-0.000544,0.063475,0.999717,-0.018495,0.014873,-0.0015
15.54,-0.354313,-0.40257,9.93042,-0.058157,-0.034826,0.131971,0.999717,-0.018477,0.014916,-0.001527
15.55,-0.366678,-0.40813,9.899828,-0.072131,-0.042015,0.101981,0.999717,-0.018453,0.014907,-0.001509
15.56,-0.34186,-0.384507,9.942625,-0.045349,-0.016481,0.143124,0.999717,-0.01846,0.014925,-0.001502
15.57,-0.329509,-0.365906,9.936448,-0.033782,0.001099,0.135897,0.999718,-0.018438,0.014909,-0.001493
15.58,-0.335804,-0.391127,9.924293,-0.039674,-0.022545,0.12488,0.999716,-0.018496,0.014932,-0.001529
15.59,-0.354127,-0.378982,9.98528,-0.056501,-0.009865,0.185891,0.999717,-0.018456,0.014928,-0.001564
15.6,-0.329462,-0.384319,9.948743,-0.032949,-0.016602,0.148857,0.999717,-0.018444,0.014927,-0.001564
15.61,-0.335423,-0.408568,9.954836,-0.038685,-0.040167,0.156018,0.999717,-0.018454,0.01493,-0.001571
15.62,-0.329704,-0.360136,9.967036,-0.031789,0.008895,0.166247,0.999716,-0.018465,0.014953,-0.001561
15.63,-0.335998,-0.384505,9.942535,-0.038725,-0.016526,0.142863,0.999716,-0.018463,0.014967,-0.00156
15.64,-0.335549,-0.372336,9.893803,-0.039919,-0.005813,0.093721,0.999716,-0.018474,0.014964,-0.001565
15.65,-0.335691,-0.390561,9.924316,-0.038266,-0.023233,0.124882,0.999716,-0.018467,0.014994,-0.001535
15.66,-0.341788,-0.38471,9.960931,-0.043221,-0.015112,0.161422,0.999715,-0.018493,0.015006,-0.001593
15.67,-0.335513,-0.385065,9.954742,-0.037439,-0.015538,0.155065,0.999715,-0.018508,0.015,-0.001616
15.68,-0.37248,-0.384252,9.918217,-0.074581,-0.01661,0.119663,0.999715,-0.018489,0.015028,-0.001639
15.69,-0.348378,-0.402476,9.936515,-0.049644,-0.033453,0.137896,0.999714,-0.018509,0.01505,-0.001679
15.7,-0.335579,-0.365728,9.924338,-0.037303,0.001363,0.123985,0.999715,-0.018468,0.015052,-0.001739
15.71,-0.329046,-0.358942,9.881611,-0.032752,0.006561,0.080858,0.999715,-0.018456,0.015027,-0.001719
15.72,-0.347625,-0.384394,9.875503,-0.051842,-0.01901,0.076251,0.999716,-0.018452,0.01501,-0.0017
15.73,-0.335051,-0.402439,9.942638,-0.037021,-0.034939,0.1436,0.999716,-0.018441,0.015014,-0.001654
15.74,-0.335761,-0.37216,9.985355,-0.035834,-0.003195,0.185175,0.999716,-0.018433,0.015033,-0.001697
15.75,-0.329848,-0.371926,9.954839,-0.030477,-0.004381,0.154509,0.999716,-0.018423,0.015051,-0.001638
15.76,-0.335849,-0.39065,9.936517,-0.03646,-0.023295,0.137082,0.999715,-0.018434,0.015078,-0.001665
15.77,-0.360482,-0.384406,9.905919,-0.061933,-0.018548,0.107029,0.999715,-0.018421,0.01509,-0.00171
15.78,-0.335983,-0.3723,9.89379,-0.03666,-0.006673,0.093734,0.999714,-0.018428,0.015131,-0.001705
15.79,-0.348433,-0.390401,9.918128,-0.048611,-0.024291,0.119086,0.999714,-0.018414,0.015139,-0.001723
15.8,-0.341806,-0.359805,9.924327,-0.04139,0.00597,0.123952,0.999714,-0.018391,0.015153,-0.001775
15.81,-0.323481,-0.359551,9.936526,-0.022778,0.007102,0.135574,0.999714,-0.018402,0.015154,-0.001741
15.82,-0.341434,-0.384439,9.95485,-0.041012,-0.017098,0.155333,0.999715,-0.018402,0.015129,-0.001743
15.83,-0.353325,-0.396416,9.960947,-0.052195,-0.029185,0.162224,0.999715,-0.018389,0.01514,-0.001752
15.84,-0.310801,-0.353656,9.967068,-0.010542,0.012914,0.165481,0.999716,-0.018363,0.015102,-0.001696
15.85,-0.334801,-0.37789,9.948723,-0.034272,-0.010928,0.148773,0.999715,-0.018386,0.01512,-0.001668
15.86,-0.329815,-0.384552,9.954825,-0.028278,-0.017264,0.154966,0.999714,-0.018398,0.015154,-0.00167
15.87,-0.348384,-0.37843,9.960845,-0.046606,-0.010946,0.161315,0.999714,-0.018398,0.015167,-0.0017
15.88,-0.335384,-0.372257,9.912122,-0.035774,-0.006542,0.112024,0.999715,-0.018402,0.015146,-0.001635
