SampleTimeFine,Gyr_X,Gyr_Y,Gyr_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Acc_X,Acc_Y,Acc_Z,Quat_q0,Quat_q1,Quat_q2,Quat_q3
4.225,0.003891,0.000916,0.002747,0.072562,-0.053945,0.111252,0.021935,-0.014488,9.924317,0.999967,0.000666,-0.000377,0.008111
4.233333333,-0.00206,-0.001602,-0.000916,0.068527,-0.068305,0.096532,0.021924,0.000144,9.909668,0.999967,0.000661,-0.000374,0.008078
4.241666667,0.001831,0.013962,0.000916,0.043501,-0.046173,0.170164,0.050689,-0.014572,9.982913,0.999967,0.000671,-0.000306,0.008055
4.25,-0.005951,-0.005264,0.008011,0.044412,-0.046771,0.126205,0.050228,-0.014782,9.938963,0.999967,0.00065,-0.000319,0.008059
4.258333333,0.000229,0.004578,-0.005493,0.046224,-0.062425,0.162693,0.043755,0.000011,9.975587,0.999967,0.000654,-0.00029,0.008038
4.266666667,0.005722,-0.005264,-0.004578,0.03459,-0.050937,0.133584,0.058354,-0.007086,9.946288,0.999968,0.000682,-0.000302,0.00801
4.275,-0.007324,0.007553,0.006409,0.051015,-0.040699,0.111536,0.043632,-0.022277,9.924317,0.999968,0.000654,-0.000261,0.008011
4.283333333,-0.009613,0.005264,0.005264,0.062244,-0.02878,0.14071,0.035715,-0.037707,9.953498,0.999968,0.000617,-0.00023,0.008003
4.291666667,-0.000687,0.005493,0,0.0493,-0.071571,0.155265,0.036393,0.007296,9.968263,0.999968,0.000617,-0.000197,0.008004
4.3,-0.003891,-0.008011,0.002518,0.068378,-0.031118,0.10413,0.02917,-0.036897,9.916991,0.999968,0.000605,-0.00022,0.007999
4.308333333,0.006409,0.000229,0.010986,0.065245,-0.067732,0.103883,0.021963,0.000264,9.916992,0.999968,0.000634,-0.000209,0.008016
4.316666667,-0.007324,0.001144,0.002518,0.071184,-0.047944,0.169901,0.02181,-0.02182,9.98291,0.999968,0.000607,-0.000195,0.008007
4.325,0.005493,0.007553,0.010986,0.094962,-0.037875,0.096521,-0.000314,-0.036394,9.909669,0.999967,0.000633,-0.000153,0.008056
4.333333333,-0.003891,-0.00206,-0.003891,0.044311,-0.032369,0.126297,0.050669,-0.029114,9.938964,0.999968,0.00062,-0.000151,0.008033
4.341666667,-0.004578,0.006638,-0.006409,0.063943,-0.03759,0.104114,0.029023,-0.029485,9.916992,0.999968,0.000605,-0.000114,0.008018
4.35,-0.00412,0.005264,-0.005722,0.052871,-0.049479,0.089354,0.035832,-0.015275,9.90223,0.999968,0.000591,-0.000082,0.00795
4.358333333,-0.004349,0,0.000916,0.078678,-0.034389,0.060065,0.014648,-0.0368,9.873046,0.999968,0.000577,-0.000072,0.007947
4.366666667,0.009842,-0.001144,0.008011,0.050475,-0.055876,0.103975,0.036554,-0.007377,9.916878,0.999968,0.000621,-0.000066,0.007968
4.375,-0.004578,-0.009842,0.006409,0.0595,-0.0514,0.07475,0.029702,-0.014838,9.887694,0.999968,0.000606,-0.000097,0.007983
4.383333333,0.000458,-0.008469,0.001602,0.043601,-0.05424,0.111375,0.045097,-0.007763,9.9242,0.999968,0.000611,-0.000122,0.007964
4.391666667,0.001144,-0.001831,0.003662,0.062053,-0.0443,0.089431,0.029372,-0.021926,9.902344,0.999968,0.00062,-0.000119,0.00795
4.4,0.004807,0.005264,0.002518,0.08295,-0.049722,0.125834,0.00722,-0.021774,9.938965,0.999968,0.000643,-0.000087,0.007943
4.408333333,0.000229,-0.001831,0.005493,0.05127,-0.025582,0.089656,0.04402,-0.036613,9.902343,0.999968,0.000648,-0.000084,0.007948
4.416666667,0.00824,0.000687,0.005493,0.065444,-0.028675,0.111369,0.029382,-0.036395,9.924203,0.999968,0.000685,-0.00007,0.007953
4.425,0.011902,-0.00618,0.003662,0.049471,-0.0306,0.045681,0.044199,-0.028809,9.858399,0.999968,0.000739,-0.000085,0.007966
4.433333333,-0.002975,0.002518,0.004349,0.055839,-0.03372,0.096761,0.036974,-0.028505,9.909554,0.999968,0.00073,-0.000064,0.007967
4.441666667,0.000229,-0.002747,0.005493,0.056687,-0.032981,0.111523,0.036734,-0.029288,9.924316,0.999968,0.000734,-0.000064,0.007968
4.45,0.000229,0.007782,0.009155,0.078744,-0.031108,0.089259,0.01444,-0.036727,9.90223,0.999968,0.000738,-0.000021,0.007997
4.458333333,-0.004349,0,0.005493,0.055234,-0.032577,0.067587,0.03662,-0.029477,9.880371,0.999968,0.000724,-0.000011,0.007996
4.466666667,-0.002975,-0.008011,-0.000229,0.070164,-0.036474,0.089295,0.022189,-0.029877,9.902228,0.999968,0.000715,-0.000033,0.007989
4.475,0.000229,0.001831,-0.002747,0.030788,-0.041471,0.133651,0.058518,-0.014638,9.94629,0.999968,0.00072,-0.000015,0.007957
4.483333333,0.000916,-0.004349,0.007324,0.024125,-0.039493,0.133722,0.065869,-0.014613,9.946288,0.999968,0.000727,-0.000022,0.007976
4.491666667,0.009155,-0.011673,0.001831,0.053292,-0.04672,0.1554,0.037106,-0.014268,9.96826,0.999968,0.000769,-0.00006,0.00797
4.5,0.002518,0.000687,0.002518,0.052216,-0.016194,0.096911,0.044832,-0.043155,9.909554,0.999968,0.000784,-0.000046,0.007948
4.508333333,-0.003662,-0.007095,0.005493,0.087833,-0.033557,0.199148,0.007619,-0.036774,10.012206,0.999968,0.000772,-0.000065,0.007944
4.516666667,-0.01236,-0.0103,0.00824,0.048107,-0.038253,0.148071,0.044944,-0.02283,9.96082,0.999968,0.000724,-0.000097,0.007966
4.525,0.000229,0,0.004578,0.069387,-0.044235,0.125985,0.021972,-0.021964,9.938965,0.999968,0.000729,-0.000086,0.007964
4.533333333,0.004807,-0.003891,0.001831,0.055562,-0.039805,0.11881,0.036668,-0.021888,9.93164,0.999968,0.000753,-0.000091,0.007957
4.541666667,-0.016479,-0.002518,-0.003662,0.060325,-0.050229,0.133346,0.029401,-0.015331,9.946288,0.999968,0.000688,-0.000091,0.007924
4.55,-0.008698,0.004349,-0.001831,0.045595,-0.045365,0.118741,0.04388,-0.016381,9.931526,0.999969,0.000656,-0.000062,0.007894
4.558333333,-0.009155,-0.004349,0.002747,0.051106,-0.026222,0.118952,0.044125,-0.037,9.931638,0.999969,0.000621,-0.00007,0.007912
4.566666667,0.000687,0.003433,0.005264,0.0501,-0.055503,0.147927,0.036822,-0.008098,9.960824,0.999968,0.000628,-0.000044,0.007916
4.575,0.002747,-0.00618,0.002747,0.066582,-0.052903,0.140598,0.022229,-0.014535,9.953613,0.999969,0.000643,-0.000058,0.00791
4.583333333,-0.002289,-0.005722,0.005264,0.04789,-0.062949,0.089295,0.037315,0.000019,9.902228,0.999968,0.000638,-0.000071,0.007916
4.591666667,0.002975,0.001831,0.003662,0.057887,-0.027341,0.104233,0.036545,-0.036499,9.916993,0.999969,0.000654,-0.000052,0.0079
4.6,-0.003891,-0.004349,0.002747,0.081023,-0.026311,0.074749,0.014598,-0.043991,9.887694,0.999969,0.000642,-0.000059,0.007899
4.608333333,0.00824,-0.001602,0.010071,0.045565,-0.046431,0.148145,0.044011,-0.014308,9.960938,0.999968,0.000679,-0.000054,0.007946
4.616666667,0.002289,0.000687,0.004349,0.042918,-0.053472,0.118702,0.044031,-0.006658,9.931526,0.999968,0.000693,-0.00004,0.007943
4.625,-0.007324,0.00206,0.004578,0.046465,-0.039178,0.111565,0.04386,-0.022276,9.924316,0.999968,0.000666,-0.00002,0.007922
4.633333333,-0.00206,-0.000229,0.003433,0.068077,-0.044627,0.140528,0.021753,-0.022745,9.953499,0.999968,0.000661,-0.000009,0.007921
4.641666667,0.002747,0.002975,0.006409,0.053473,-0.041205,0.17741,0.036497,-0.021859,9.990235,0.999968,0.000676,0.000015,0.007914
4.65,0.000458,-0.005264,-0.005493,0.041914,-0.052535,0.038257,0.043818,-0.00719,9.851073,0.999969,0.000683,0.000004,0.007867
4.658333333,-0.004578,-0.001602,0.007324,0.059989,-0.042817,0.104099,0.029362,-0.022163,9.916992,0.999969,0.000667,0.000009,0.00789
4.666666667,0.004349,-0.002975,-0.000229,0.0547,-0.032661,0.067477,0.036858,-0.029576,9.880257,0.999969,0.00069,0.000008,0.00788
4.675,0.000229,0.004578,0,0.068623,-0.037067,0.11139,0.021783,-0.029287,9.924317,0.999969,0.000695,0.000039,0.007853
4.683333333,-0.00412,-0.001602,0.000916,0.046198,-0.039037,0.162834,0.043554,-0.022144,9.975585,0.999969,0.000681,0.000043,0.007846
4.691666667,0.005493,0.00206,0.010071,0.111092,-0.017939,0.089201,-0.014736,-0.058366,9.902345,0.999969,0.000708,0.000064,0.007874
4.7,-0.003891,0.002975,0.010757,0.067933,-0.037276,0.126041,0.021619,-0.029116,9.938965,0.999969,0.000695,0.000088,0.007898
4.708333333,0.004807,-0.004578,0,0.051407,-0.039135,0.052916,0.036809,-0.021775,9.865722,0.999969,0.000719,0.000081,0.007875
4.716666667,-0.002747,-0.003433,0.006409,0.041795,-0.075264,0.111221,0.037107,0.014877,9.924202,0.999969,0.000712,0.000078,0.007891
4.725,-0.012817,0.000229,-0.000916,0.058935,-0.042941,0.170024,0.029287,-0.022506,9.982909,0.999969,0.000663,0.000091,0.007862
4.733333333,-0.010529,0.005951,0.005264,0.029468,-0.034059,0.082315,0.058233,-0.023552,9.894906,0.999969,0.000623,0.000127,0.007849
4.741666667,-0.00824,0.000229,-0.000916,0.066848,-0.039116,0.199287,0.021963,-0.029641,10.012206,0.999969,0.000592,0.00014,0.007832
4.75,-0.003204,0.000229,-0.000229,0.05219,-0.034238,0.133404,0.036497,-0.030116,9.946174,0.999969,0.000583,0.000152,0.00782
4.758333333,-0.007324,0.008469,-0.000916,0.066919,-0.03194,0.133417,0.021622,-0.036925,9.946289,0.99997,0.000557,0.000199,0.007784
4.766666667,0.002518,0.001602,0.005264,0.053469,-0.027314,0.148089,0.035867,-0.037204,9.960824,0.99997,0.000571,0.000218,0.007785
4.775,0,-0.001602,0.013733,0.056136,-0.044126,0.199332,0.029362,-0.021974,10.012207,0.999969,0.000575,0.000223,0.007846
4.783333333,-0.000916,0.000229,-0.00824,0.048116,-0.041384,0.118729,0.036727,-0.022124,9.931526,0.999969,0.000575,0.000236,0.007794
4.791666667,0.006409,-0.00618,0.003662,0.046799,-0.048176,0.133453,0.036877,-0.014383,9.946289,0.999969,0.000606,0.000223,0.007789
4.8,0.000687,-0.004807,0.002518,0.057825,-0.036636,0.191933,0.029955,-0.028811,10.004768,0.99997,0.000614,0.000215,0.007782
4.808333333,0.003891,-0.003662,0.001831,0.045047,-0.054612,0.111447,0.036772,-0.007164,9.924316,0.999969,0.000634,0.000212,0.007782
4.816666667,0.004578,-0.004807,0.004578,0.06926,-0.023289,0.162751,0.0224,-0.043527,9.975586,0.999969,0.000657,0.000204,0.007816
4.825,0.005493,-0.000687,0.010986,0.106058,-0.024553,0.074552,-0.014622,-0.051043,9.887697,0.999969,0.000684,0.000214,0.007849
4.833333333,0.00618,-0.00206,-0.007553,0.059688,-0.0267,0.060139,0.029383,-0.036023,9.872933,0.999969,0.000714,0.000217,0.007802
4.841666667,0.002975,-0.003662,0.003662,0.079119,-0.03889,0.052688,0.007474,-0.029175,9.865723,0.999969,0.000731,0.000214,0.00781
4.85,0.009155,0.007095,-0.001144,0.057509,-0.032459,0.104172,0.029233,-0.028804,9.916994,0.999969,0.000773,0.000256,0.007793
4.858333333,0,0.0103,-0.001831,0.081905,-0.023825,0.118687,0.006898,-0.043945,9.931641,0.99997,0.000777,0.000312,0.007762
4.866666667,0.000229,-0.002975,0.001602,0.061341,-0.017905,0.08215,0.028504,-0.043936,9.894905,0.99997,0.000782,0.000312,0.007757
4.875,0.003662,-0.007095,0.001831,0.078662,-0.03772,0.140589,0.007618,-0.029145,9.953614,0.99997,0.000802,0.000295,0.007756
4.883333333,-0.003204,-0.007553,0.003433,0.080361,-0.031051,0.147833,0.008209,-0.036525,9.960822,0.99997,0.000793,0.000275,0.007764
4.891666667,0.002747,-0.007095,-0.00824,0.111057,-0.031009,0.081782,-0.021679,-0.043833,9.895021,0.99997,0.000809,0.000258,0.007722
4.9,-0.010757,-0.00206,0.003662,0.060432,-0.048808,0.13322,0.02263,-0.014866,9.946174,0.99997,0.000768,0.000262,0.007756
4.908333333,-0.005493,0.004807,0.005493,0.027793,-0.054949,0.082273,0.051071,-0.000228,9.895021,0.99997,0.000749,0.000294,0.007753
4.916666667,0.011444,-0.001144,-0.000916,0.037765,-0.048719,0.118746,0.043535,-0.007308,9.931526,0.99997,0.000802,0.000303,0.007732
4.925,-0.001831,-0.008011,-0.005493,0.075644,-0.02175,0.133398,0.014981,-0.044021,9.946288,0.99997,0.000799,0.000282,0.007691
4.933333333,0.010757,-0.008011,0.001602,0.086056,-0.038548,0.133084,0.000904,-0.02908,9.946176,0.99997,0.000848,0.000261,0.007687
4.941666667,-0.000916,-0.005264,0.005493,0.059604,-0.054239,0.118653,0.02219,-0.007363,9.93164,0.99997,0.000848,0.000252,0.007658
4.95,-0.005035,-0.005722,0.008926,0.103187,-0.00567,0.118523,-0.006747,-0.066241,9.931525,0.99997,0.000832,0.000241,0.007675
4.958333333,0.000916,0.004807,0.00824,0.078562,-0.036535,0.052701,0.007126,-0.029259,9.865723,0.99997,0.000839,0.000274,0.007701
4.966666667,-0.009613,-0.009155,0.011673,0.051334,-0.029971,0.089587,0.03654,-0.029695,9.902341,0.99997,0.000803,0.000248,0.007726
4.975,0.006409,0.00206,-0.003662,0.050937,-0.029394,0.126214,0.036536,-0.029031,9.938966,0.99997,0.000834,0.00027,0.007689
4.983333333,-0.001373,0.000687,0.003662,0.072644,-0.058337,0.059925,0.007067,-0.006923,9.873047,0.99997,0.000833,0.000286,0.00769
4.991666667,-0.009155,0.002975,-0.003662,0.089558,-0.025771,0.177209,-0.000123,-0.044326,9.990233,0.99997,0.000799,0.00031,0.007663
5,0.004807,-0.004807,0.005264,0.037845,-0.017227,0.045712,0.051237,-0.037226,9.858284,0.99997,0.000823,0.000304,0.00768
5.008333333,-0.002747,0.008469,-0.001831,0.074901,-0.043532,0.038033,0.006977,-0.022085,9.851074,0.99997,0.000816,0.000352,0.007654
5.016666667,0.00412,0.000687,0.004349,0.065058,-0.05568,0.111158,0.013933,-0.007383,9.924202,0.99997,0.000837,0.000368,0.007661
5.025,0,0.003891,0.006409,0.078147,-0.059559,0.140444,-0.000162,-0.007324,9.953613,0.99997,0.000841,0.000397,0.007665
5.033333333,-0.009842,-0.000229,0.000687,0.060215,-0.039741,0.067354,0.021639,-0.022492,9.880256,0.99997,0.000804,0.000409,0.007662
5.041666667,0.006409,0.003891,0.001831,0.070233,-0.026683,0.045504,0.014488,-0.036358,9.8584,0.99997,0.000835,0.000438,0.007659
5.05,-0.001373,-0.000229,0.005264,0.061423,-0.032499,0.074829,0.021638,-0.028896,9.887695,0.99997,0.000834,0.000451,0.007667
5.058333333,-0.003662,0.00206,0.006409,0.064893,-0.018181,0.111522,0.021886,-0.044097,9.924316,0.99997,0.000822,0.000472,0.007683
5.066666667,-0.00206,0.003433,-0.001144,0.060833,-0.032022,0.118669,0.021602,-0.029725,9.931526,0.99997,0.000818,0.0005,0.007651
5.075,0.006409,0.000229,0.009155,0.054705,-0.052911,0.133338,0.021963,-0.007059,9.946289,0.99997,0.000849,0.000514,0.007679
5.083333333,-0.008011,0.001831,0.000687,0.059417,-0.032155,0.060195,0.021783,-0.029169,9.873046,0.99997,0.00082,0.000535,0.007652
5.091666667,-0.000916,0.005722,0.010071,0.049936,-0.036798,0.08953,0.02906,-0.022012,9.902344,0.99997,0.00082,0.000572,0.007695
5.1,0.004349,0.003433,-0.000916,0.062084,-0.047009,0.059959,0.013935,-0.014584,9.872933,0.99997,0.000842,0.0006,0.007693
5.108333333,-0.005493,-0.00618,0.002747,0.057372,-0.039161,0.177354,0.02223,-0.022202,9.990233,0.99997,0.000824,0.000587,0.00769
5.116666667,-0.003204,0.002518,0.003433,0.044124,-0.027352,0.14079,0.036974,-0.030003,9.953499,0.99997,0.000814,0.000611,0.007697
5.125,-0.006409,-0.010757,-0.002747,0.049601,-0.037228,0.082206,0.029741,-0.022237,9.895018,0.99997,0.000793,0.000579,0.007681
5.133333333,-0.00206,0.001602,-0.00206,0.059625,-0.024347,0.096753,0.022708,-0.037278,9.909553,0.99997,0.000788,0.000599,0.007683
5.141666667,-0.004349,0.000916,0.003662,0.035255,-0.034036,0.162899,0.043907,-0.022154,9.975586,0.99997,0.000774,0.000616,0.007691
5.15,-0.001373,-0.008926,-0.00206,0.053625,-0.023232,0.118893,0.029552,-0.037135,9.931639,0.99997,0.000773,0.000592,0.007664
5.158333333,-0.002747,-0.005264,-0.004578,0.057685,-0.062767,0.081976,0.014865,-0.000113,9.895019,0.99997,0.000767,0.000583,0.007634
5.166666667,0.00618,-0.003891,0.004349,0.036757,-0.056369,0.126004,0.037126,0.000026,9.93885,0.99997,0.000797,0.000581,0.007642
5.175,-0.003433,0.003662,-0.000916,0.047156,-0.044339,0.096823,0.029146,-0.01479,9.909668,0.999971,0.000787,0.000609,0.007602
5.183333333,0,-0.005264,-0.005722,0.028413,-0.031076,0.082399,0.051144,-0.022315,9.895018,0.999971,0.000792,0.0006,0.007555
5.191666667,0.004578,-0.000687,0.010986,0.055448,-0.015931,0.155547,0.029323,-0.043757,9.968262,0.999971,0.000815,0.000611,0.007606
5.2,-0.003891,-0.000687,-0.005722,0.059583,-0.024849,0.067449,0.022002,-0.036437,9.880256,0.999971,0.000804,0.000622,0.007569
5.208333333,-0.001831,0.006638,0.004578,0.033912,-0.032765,0.082342,0.043671,-0.022049,9.895021,0.999971,0.0008,0.000663,0.007593
5.216666667,0.007782,-0.001144,0.001831,0.023869,-0.044371,0.118843,0.050745,-0.007231,9.931526,0.999971,0.000837,0.000672,0.007581
5.225,-0.004578,-0.008926,0.006409,0.037394,-0.048388,0.067565,0.036988,-0.007514,9.88037,0.999971,0.000822,0.000648,0.007601
5.233333333,0.001602,-0.003891,-0.003891,0.029028,-0.022833,0.118951,0.052118,-0.029687,9.931526,0.999971,0.000834,0.000645,0.007575
5.241666667,0.000229,-0.000916,0.003662,0.040042,-0.010829,0.075116,0.043982,-0.043937,9.887695,0.999971,0.000839,0.000655,0.007586
5.25,0.00412,-0.011215,-0.004578,0.069019,-0.018192,0.067421,0.015111,-0.04389,9.880257,0.999971,0.000861,0.000622,0.007544
5.258333333,0.004807,0.002747,0.003662,0.036127,-0.054544,0.111481,0.036508,0.000198,9.924317,0.999971,0.000886,0.000647,0.007537
5.266666667,-0.006638,-0.004349,0.005493,-0.016339,-0.025805,0.119371,0.095166,-0.014582,9.931639,0.999971,0.000862,0.000642,0.007557
5.275,0.00206,-0.001831,0.004578,0.05621,-0.037613,0.140745,0.022048,-0.021888,9.953613,0.999971,0.000875,0.000648,0.007573
5.283333333,-0.013275,-0.000229,-0.012817,0.06265,-0.009725,0.045665,0.022099,-0.051699,9.858396,0.999971,0.000825,0.00066,0.007509
5.291666667,-0.00824,-0.004349,-0.001831,0.034453,-0.033293,0.140932,0.044126,-0.022314,9.953612,0.999971,0.000795,0.000655,0.0075
5.3,-0.002518,0.000687,0.008011,0.023351,-0.014224,0.08975,0.058907,-0.037414,9.902229,0.999971,0.000789,0.000671,0.007507
5.308333333,0.000229,0,0.004578,0.027127,-0.031499,0.18494,0.051269,-0.021964,9.997559,0.999971,0.000794,0.000685,0.007535
5.316666667,-0.000916,0.000229,-0.002747,0.033696,-0.032928,0.133611,0.043822,-0.022125,9.946289,0.999971,0.000795,0.000699,0.007522
5.325,-0.000916,0.007553,-0.000916,0.026876,-0.053943,0.133516,0.043632,-0.000038,9.94629,0.999971,0.000796,0.000744,0.007514
5.333333333,0.004349,-0.000687,-0.001831,0.036937,-0.017972,0.096944,0.043287,-0.036556,9.909554,0.999971,0.000818,0.000754,0.007482
5.341666667,0,-0.008011,0.004578,0.043557,-0.019718,0.075028,0.03695,-0.036622,9.887694,0.999971,0.000823,0.000734,0.007473
5.35,0.000458,-0.00206,0.005264,0.026359,-0.05282,0.09679,0.044603,-0.000097,9.909553,0.999971,0.000829,0.000739,0.007486
5.358333333,0.010986,-0.002518,0.003662,0.038855,-0.040677,0.214088,0.036726,-0.01419,10.026856,0.999971,0.00088,0.000743,0.00748
5.366666667,-0.002975,-0.00618,0.007095,0.040153,-0.034101,0.140762,0.036991,-0.021296,9.953498,0.999971,0.000872,0.00073,0.007501
5.375,-0.005264,-0.001831,-0.001831,0.029228,-0.045749,0.126229,0.044021,-0.007542,9.938964,0.999971,0.000855,0.000736,0.007487
5.383333333,-0.000916,-0.003891,0.003433,0.049449,-0.028161,0.155385,0.029572,-0.029793,9.968147,0.999971,0.000855,0.000733,0.007498
5.391666667,0.005493,-0.002518,-0.010071,0.044514,-0.019179,0.170239,0.036727,-0.036391,9.982911,0.999972,0.000883,0.000736,0.007435
5.4,0.002518,-0.003891,0.003433,0.038933,-0.009982,0.11895,0.04422,-0.043384,9.931526,0.999972,0.000898,0.000734,0.007428
5.408333333,0.000229,-0.003662,0.001831,-0.00282,-0.050953,0.089798,0.073393,0.007333,9.902343,0.999972,0.000904,0.000732,0.007425
5.416666667,-0.000916,-0.008469,0.00824,0.051693,-0.020396,0.126119,0.029875,-0.036774,9.938849,0.999971,0.000905,0.00071,0.007471
5.425,-0.003662,-0.002518,-0.009155,0.019541,-0.027015,0.11177,0.058699,-0.022122,9.924315,0.999972,0.000894,0.000713,0.007422
5.433333333,0.001602,-0.003891,0.000687,0.026592,-0.0283,0.096948,0.051545,-0.02225,9.909553,0.999972,0.000906,0.00071,0.007416
5.441666667,0.005493,-0.009842,0.001831,0.048523,-0.034154,0.104195,0.029703,-0.021746,9.916991,0.999972,0.000933,0.000683,0.007425
5.45,0.003204,0.005264,-0.001831,0.05603,-0.028575,0.096735,0.022557,-0.028821,9.909554,0.999972,0.000951,0.000718,0.00741
5.458333333,-0.010071,-0.000687,0.004578,0.048776,-0.05741,0.104043,0.022001,-0.000417,9.916992,0.999972,0.000914,0.000728,0.007411
5.466666667,-0.002975,-0.00206,0.002518,0.040949,-0.031908,0.155418,0.036706,-0.023012,9.968147,0.999972,0.000906,0.000733,0.007391
5.475,0,0.001144,0.007324,0.039159,-0.062329,0.082104,0.02925,0.007323,9.89502,0.999972,0.00091,0.000751,0.00742
5.483333333,-0.002975,-0.002747,0.010757,0.014754,-0.040403,0.067652,0.058592,-0.007564,9.880256,0.999972,0.000902,0.000754,0.007454
5.491666667,-0.000916,-0.008926,0.009155,0.047304,-0.034329,0.082227,0.029664,-0.022012,9.895018,0.999971,0.000903,0.00073,0.007477
5.5,-0.003433,0.009842,0.001831,0.038519,-0.031993,0.082186,0.036902,-0.022229,9.894906,0.999971,0.000893,0.000784,0.007467
5.508333333,-0.006409,0.0103,-0.001831,-0.001082,-0.036964,0.104509,0.072817,-0.007588,9.916995,0.999972,0.000871,0.00084,0.007444
5.516666667,-0.000458,-0.001144,0.00618,0.026663,-0.021056,0.082333,0.0504,-0.029889,9.894905,0.999971,0.000874,0.000849,0.007461
5.525,-0.004349,0.002747,0,0.030403,-0.030682,0.111657,0.043832,-0.022152,9.924317,0.999972,0.00086,0.000874,0.007446
5.533333333,-0.000229,0.009384,-0.001831,0.009858,-0.047299,0.119007,0.057977,-0.000467,9.931643,0.999972,0.000864,0.000926,0.007408
5.541666667,0.000916,-0.007095,0.000916,0.024704,-0.021296,0.119075,0.051563,-0.029259,9.931639,0.999972,0.000872,0.00091,0.007401
5.55,-0.009384,-0.000458,-0.002747,0.010668,-0.040794,0.089632,0.059185,-0.007711,9.902229,0.999972,0.000838,0.000921,0.007381
5.558333333,-0.004578,-0.003433,0.007324,0.031357,-0.024162,0.126339,0.044087,-0.029488,9.938964,0.999972,0.000824,0.00092,0.007412
5.566666667,-0.00206,-0.00206,0.007095,-0.010796,-0.065279,0.111589,0.073557,0.021428,9.924202,0.999972,0.00082,0.000925,0.007427
5.575,0.001831,0.000229,0.010071,0.039748,-0.018498,0.082371,0.03661,-0.036547,9.89502,0.999971,0.000832,0.00094,0.007447
5.583333333,-0.003433,-0.010071,-0.000229,0.031467,-0.024233,0.104365,0.044247,-0.029324,9.91699,0.999972,0.000823,0.000911,0.007421
5.591666667,-0.011902,-0.002518,0.007324,0.031291,-0.025127,0.133661,0.044049,-0.029791,9.946287,0.999971,0.000778,0.000913,0.007454
5.6,-0.007553,-0.004807,0.015335,0.062086,0.005076,0.096921,0.022281,-0.067261,9.909551,0.999971,0.00075,0.000907,0.007511
5.608333333,0.012817,-0.003433,-0.002747,0.025632,-0.045611,0.111591,0.044087,-0.006794,9.924316,0.999971,0.000809,0.000906,0.007482
5.616666667,0.003662,-0.002518,0.00618,0.031158,-0.025101,0.133545,0.044278,-0.028116,9.946175,0.999971,0.000829,0.000909,0.007471
5.625,0.011902,-0.002518,0.00824,0.015524,-0.026016,0.089808,0.058697,-0.021484,9.902344,0.999971,0.000883,0.000912,0.007482
5.633333333,0.003433,-0.001144,0.003433,0.037047,-0.002139,0.097023,0.044106,-0.050213,9.909554,0.999971,0.000902,0.000921,0.007488
5.641666667,0.002975,0,0.001831,0.043791,-0.033203,0.126193,0.029297,-0.02185,9.938965,0.999971,0.000919,0.000934,0.0075
5.65,-0.003662,0.001144,0.007095,0.054365,-0.021221,0.118873,0.02181,-0.036659,9.93164,0.999971,0.000908,0.000952,0.007527
5.658333333,-0.002747,-0.008011,0.005493,0.027478,-0.036542,0.096983,0.044276,-0.014763,9.909666,0.999971,0.000901,0.000932,0.007531
5.666666667,0.003433,-0.007553,0.00618,0.036712,-0.030899,0.133466,0.037506,-0.022175,9.946174,0.999971,0.00092,0.000914,0.00754
5.675,-0.006409,-0.005264,-0.001831,0.054728,-0.051977,0.162626,0.014867,-0.00759,9.975585,0.999971,0.000899,0.000905,0.007541
5.683333333,0.000916,0.003433,0.004349,0.025666,-0.043123,0.140787,0.044146,-0.007859,9.9535,0.999971,0.000907,0.000933,0.007542
5.691666667,0.010071,0.000229,0.003662,0.040791,-0.016621,0.162936,0.036611,-0.036203,9.975588,0.999971,0.000954,0.000948,0.007553
5.7,0.005035,-0.002289,-0.003662,0.040268,-0.016458,0.089693,0.036602,-0.035612,9.902344,0.999971,0.00098,0.000951,0.007536
5.708333333,0.001831,-0.001602,-0.009155,0.058104,-0.035775,0.1627,0.014716,-0.021896,9.975586,0.999971,0.000992,0.000958,0.0075
5.716666667,-0.001373,-0.005722,-0.000229,0.025492,-0.041796,0.082197,0.044296,-0.007266,9.894904,0.999971,0.000992,0.000947,0.007485
5.725,-0.005264,-0.001831,0.003662,0.051237,-0.034387,0.192053,0.022049,-0.022192,10.004882,0.999971,0.000974,0.000953,0.007504
5.733333333,0.003433,-0.005722,0.017395,0.032185,-0.020477,0.170177,0.044296,-0.029729,9.982795,0.99997,0.000993,0.000943,0.007566
5.741666667,-0.002747,0.000229,0.007324,0.040203,-0.01541,0.07505,0.036611,-0.036735,9.887695,0.99997,0.000986,0.000957,0.007579
5.75,-0.005035,-0.00618,0.003433,0.03689,-0.029943,0.111493,0.036762,-0.02241,9.924201,0.99997,0.00097,0.000945,0.007591
5.758333333,-0.002747,-0.005264,0.004578,-0.00244,-0.034644,0.097193,0.073459,-0.007439,9.909666,0.99997,0.000963,0.000936,0.007576
5.766666667,-0.001144,-0.002975,-0.000229,0.04266,-0.008919,0.148207,0.037088,-0.044336,9.960822,0.99997,0.000963,0.000937,0.007573
5.775,-0.005493,-0.00618,0.006409,0.047125,-0.04863,0.096776,0.022228,-0.007552,9.909667,0.99997,0.000945,0.000924,0.007593
5.783333333,-0.002289,-0.006638,0.003433,0.053248,-0.027257,0.148026,0.022705,-0.029964,9.960822,0.999971,0.00094,0.00091,0.007568
