SampleTimeFine,Acc_X,Acc_Y,Acc_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Quat_q0,Quat_q1,Quat_q2,Quat_q3
8.45,0.410911,9.531655,2.262286,0.041624,-0.502832,-0.020617,0.767659,0.637511,-0.053855,-0.037128
8.46,0.385814,9.327856,2.093014,0.039285,-0.388147,-0.253073,0.767222,0.638067,-0.053419,-0.037257
8.47,0.455962,9.210357,2.192003,0.112064,-0.53612,-0.349948,0.766517,0.638973,-0.052832,-0.037067
8.48,0.509534,9.292339,2.130979,0.170552,-0.488196,-0.279546,0.765765,0.639944,-0.052258,-0.036674
8.49,0.56496,9.468142,2.141264,0.223506,-0.484214,-0.103647,0.765222,0.64067,-0.051671,-0.036142
8.5,0.634215,9.460965,2.225748,0.286675,-0.568997,-0.093629,0.765118,0.640854,-0.05129,-0.035646
8.51,0.572843,9.375002,2.257969,0.224002,-0.59765,-0.17371,0.765416,0.64053,-0.051109,-0.035323
8.52,0.544608,9.299648,2.552571,0.177313,-0.879096,-0.195442,0.765961,0.639894,-0.051089,-0.035063
8.53,0.456416,9.325765,2.652537,0.078495,-0.952627,-0.15347,0.766489,0.639276,-0.051109,-0.034749
8.54,0.509382,9.343384,2.798574,0.115838,-1.092004,-0.107822,0.76675,0.638986,-0.051153,-0.034273
8.55,0.613025,9.373124,2.738651,0.214108,-1.041582,-0.086397,0.766655,0.639145,-0.051094,-0.033522
8.56,0.618962,9.498797,2.703332,0.21282,-1.001882,0.029527,0.766258,0.639682,-0.050893,-0.032644
8.57,0.689862,9.667337,2.577679,0.283516,-0.871697,0.174178,0.765706,0.640408,-0.050566,-0.031851
8.58,0.665007,9.706697,2.586172,0.257715,-0.886115,0.212224,0.765229,0.641046,-0.050142,-0.031155
8.59,0.607453,9.612871,2.726274,0.200871,-1.04359,0.141177,0.764953,0.641439,-0.049632,-0.030659
8.6,0.509606,9.485318,2.678425,0.11578,-1.012275,0.003972,0.764918,0.641538,-0.049083,-0.030335
8.61,0.497475,9.375209,2.759411,0.108055,-1.100416,-0.08984,0.765141,0.64133,-0.048536,-0.03
8.62,0.492557,9.349502,2.714033,0.108318,-1.04943,-0.122036,0.765463,0.641015,-0.047949,-0.02944
8.63,0.551475,9.371665,2.746196,0.163526,-1.071444,-0.091624,0.76576,0.640744,-0.047355,-0.028563
8.64,0.580504,9.307279,2.772811,0.190433,-1.107057,-0.148885,0.765939,0.640635,-0.046658,-0.027337
8.65,0.666055,9.337257,2.768123,0.276767,-1.102883,-0.117454,0.765943,0.64075,-0.045762,-0.026017
8.66,0.657465,9.418623,2.786677,0.268725,-1.113318,-0.035336,0.765804,0.641033,-0.044796,-0.024786
8.67,0.609682,9.396564,2.865248,0.22563,-1.202402,-0.046414,0.765567,0.641429,-0.043764,-0.023668
8.68,0.56882,9.492795,2.930833,0.190555,-1.259746,0.056619,0.765272,0.641893,-0.042631,-0.022714
8.69,0.560189,9.587927,2.791545,0.188946,-1.118445,0.124527,0.764913,0.642421,-0.041593,-0.021769
8.7,0.594779,9.645684,2.715358,0.228756,-1.048153,0.168053,0.764497,0.643015,-0.040569,-0.020744
8.71,0.633453,9.826168,2.518917,0.26531,-0.83582,0.313061,0.764122,0.643556,-0.039634,-0.019532
8.72,0.670175,9.858261,2.284504,0.306988,-0.605549,0.306229,0.763874,0.643952,-0.038599,-0.018258
8.73,0.684356,9.86568,2.273692,0.327771,-0.589731,0.312254,0.763871,0.644061,-0.037375,-0.017031
8.74,0.68545,9.758761,2.354255,0.340712,-0.672139,0.22115,0.764183,0.64379,-0.036106,-0.015983
8.75,0.64939,9.481367,2.646744,0.325838,-0.987036,-0.002344,0.764721,0.643245,-0.034757,-0.015151
8.76,0.596253,9.239265,2.893291,0.296191,-1.258423,-0.199193,0.76518,0.642789,-0.033352,-0.014458
8.77,0.550004,9.225078,2.957003,0.264122,-1.321113,-0.203665,0.765387,0.642634,-0.031931,-0.013606
8.78,0.494042,9.272486,2.981825,0.217985,-1.34806,-0.156106,0.765224,0.64292,-0.030502,-0.012494
8.79,0.515642,9.409245,2.662988,0.237511,-1.020893,-0.076536,0.76493,0.643363,-0.029073,-0.010942
8.8,0.578527,9.503818,2.378116,0.2946,-0.724118,-0.02997,0.764797,0.643613,-0.027656,-0.009136
8.81,0.553013,9.497293,2.202801,0.266188,-0.536821,-0.066011,0.765094,0.643345,-0.026196,-0.007232
8.82,0.578191,9.354119,2.263281,0.300222,-0.589029,-0.194,0.765863,0.642511,-0.024597,-0.005329
8.83,0.650628,9.194377,2.690428,0.393821,-1.004233,-0.27148,0.76677,0.641503,-0.022939,-0.003414
8.84,0.624946,9.109733,2.890563,0.383367,-1.198824,-0.318007,0.767437,0.640772,-0.02122,-0.001406
8.85,0.600731,9.19208,2.907395,0.359074,-1.207191,-0.235532,0.767495,0.640756,-0.019567,0.000822
8.86,0.518319,9.614962,2.611428,0.248915,-0.866575,0.123247,0.767025,0.64136,-0.017888,0.003217
8.87,0.571417,9.84941,2.145344,0.266126,-0.378721,0.273224,0.766529,0.641979,-0.016215,0.00575
8.88,0.655198,9.808343,1.799804,0.328761,-0.035118,0.175448,0.766442,0.642097,-0.014571,0.008123
8.89,0.731059,9.80644,1.899946,0.406505,-0.099802,0.194074,0.766982,0.641454,-0.013067,0.010186
8.9,0.756028,9.622063,2.078089,0.450309,-0.266795,0.046323,0.767936,0.640309,-0.011589,0.012003
8.91,0.713457,9.405991,2.61984,0.456076,-0.80793,-0.066693,0.76889,0.639153,-0.010087,0.013798
8.92,0.716595,9.213927,2.810267,0.487888,-1.015266,-0.219005,0.769433,0.638479,-0.008449,0.015673
8.93,0.643584,9.236039,2.746067,0.413188,-0.959855,-0.212299,0.769416,0.638466,-0.006816,0.017702
8.94,0.682144,9.516642,2.498038,0.420755,-0.6755,0.017809,0.769047,0.638864,-0.00513,0.019852
8.95,0.681537,9.677558,2.329767,0.397229,-0.49117,0.144642,0.768637,0.639292,-0.003417,0.022167
8.96,0.653194,9.65023,2.206938,0.358356,-0.380045,0.094448,0.768386,0.639518,-0.001742,0.024427
8.97,0.657441,9.717711,2.358581,0.375503,-0.506682,0.188877,0.768409,0.639405,-0.000016,0.026614
8.98,0.669817,9.764445,2.34302,0.384788,-0.4654,0.233114,0.76867,0.638997,0.001711,0.028734
8.99,0.72212,9.822433,2.398863,0.437596,-0.484965,0.303117,0.769034,0.638441,0.003504,0.031088
9,0.720383,9.751276,2.322198,0.426568,-0.402107,0.220022,0.769482,0.637759,0.005342,0.033649
9.01,0.747114,9.704228,2.212548,0.434977,-0.279786,0.155165,0.769938,0.637039,0.007198,0.036411
9.02,0.781862,9.622814,2.30489,0.4816,-0.357912,0.095002,0.770408,0.636277,0.009165,0.039231
9.03,0.810966,9.489661,2.397843,0.53111,-0.447259,-0.015809,0.770864,0.635522,0.011188,0.041885
9.04,0.753269,9.244975,2.473845,0.506274,-0.557615,-0.242441,0.77124,0.634867,0.013261,0.044248
9.05,0.778047,9.058815,2.778862,0.599591,-0.876899,-0.364879,0.771349,0.634535,0.015386,0.046359
9.06,0.731722,9.028002,2.684377,0.556413,-0.802791,-0.416303,0.771111,0.634626,0.017525,0.048273
9.07,0.62184,9.129098,2.601468,0.442465,-0.741419,-0.33908,0.77043,0.635241,0.019633,0.05021
9.08,0.643764,9.335622,2.411042,0.428066,-0.542233,-0.174011,0.769439,0.636195,0.021704,0.052426
9.09,0.648883,9.37077,1.984149,0.360643,-0.144691,-0.220076,0.768434,0.63713,0.023733,0.054882
9.1,0.659708,9.46224,1.944257,0.358497,-0.10165,-0.137437,0.767618,0.637804,0.02578,0.057477
9.11,0.769308,9.471132,2.115612,0.495098,-0.245663,-0.093402,0.767137,0.638068,0.027702,0.060025
9.12,0.811099,9.259113,2.215487,0.569943,-0.365916,-0.281753,0.766883,0.638057,0.029579,0.062449
9.13,0.782119,9.119468,2.470374,0.605762,-0.643124,-0.373482,0.766556,0.638131,0.031452,0.064734
9.14,0.729847,9.242433,2.558042,0.571035,-0.729947,-0.239814,0.765956,0.638528,0.033336,0.066942
9.15,0.683815,9.313379,2.378655,0.490889,-0.574158,-0.205712,0.765132,0.639179,0.035217,0.069165
9.16,0.720808,9.407679,2.138762,0.470485,-0.339221,-0.155471,0.764217,0.639902,0.037056,0.071586
9.17,0.790945,9.582009,2.065995,0.507943,-0.238869,0.005343,0.763398,0.640491,0.038816,0.074081
9.18,0.814198,9.571089,2.119592,0.538177,-0.291874,0.004975,0.762801,0.640794,0.040505,0.076656
9.19,0.804064,9.480873,2.327182,0.580484,-0.50709,-0.047692,0.762398,0.640863,0.042188,0.079146
9.2,0.810555,9.369428,2.629095,0.669736,-0.81303,-0.104662,0.762005,0.640918,0.04394,0.081498
9.21,0.838578,9.297826,2.477021,0.673108,-0.681049,-0.201678,0.761418,0.641195,0.045802,0.083749
9.22,0.833808,9.468951,2.390032,0.643511,-0.591109,-0.050261,0.760507,0.641804,0.047911,0.086142
9.23,0.862743,9.557925,2.03067,0.580405,-0.243047,-0.023617,0.759538,0.642416,0.050233,0.088771
9.24,0.902914,9.559472,1.732194,0.545078,0.04043,-0.070999,0.758619,0.642905,0.052718,0.091608
9.25,0.994193,9.58566,1.734464,0.630054,0.065853,-0.041282,0.757916,0.643087,0.055223,0.094623
9.26,1.073076,9.49111,1.946953,0.772667,-0.122489,-0.096141,0.757399,0.643034,0.057711,0.097591
9.27,1.044313,9.388847,2.635187,0.955232,-0.796568,-0.084468,0.756822,0.643061,0.06011,0.100403
9.28,0.905384,9.327845,2.632189,0.837684,-0.852236,-0.152004,0.756079,0.643308,0.062407,0.102981
9.29,0.78275,9.405979,2.573125,0.709541,-0.846957,-0.092333,0.754946,0.644027,0.064596,0.10542
9.3,0.805349,9.635069,2.193326,0.607182,-0.48581,0.071089,0.753468,0.645143,0.066683,0.10784
9.31,0.929928,9.794157,1.937308,0.643351,-0.227231,0.1912,0.751675,0.646577,0.068848,0.110376
9.32,1.081304,9.848881,1.722844,0.728359,-0.015539,0.217613,0.749654,0.648203,0.071275,0.113011
9.33,1.197773,9.849863,1.585997,0.813779,0.1084,0.202085,0.747531,0.649868,0.074084,0.115671
9.34,1.124349,9.837814,1.788222,0.840294,-0.149085,0.213077,0.745356,0.651569,0.077115,0.118132
9.35,1.101127,9.956738,1.698968,0.805749,-0.090508,0.315393,0.743435,0.652955,0.080258,0.120464
9.36,0.854116,10.061334,1.529898,0.526797,-0.02225,0.386452,0.742045,0.653731,0.083276,0.122759
9.37,0.740542,10.027606,1.365213,0.369745,0.094632,0.327304,0.741389,0.653667,0.085994,0.125171
9.38,0.717882,9.959965,1.466517,0.381442,0.012383,0.273008,0.741441,0.652803,0.088302,0.127733
9.39,0.877251,9.705585,1.747168,0.636353,-0.177044,0.065783,0.741945,0.651367,0.090422,0.130618
9.4,1.012086,9.396397,1.931839,0.844197,-0.300428,-0.208231,0.74236,0.649965,0.092595,0.13369
9.41,1.011169,9.21405,2.313692,1.005739,-0.662687,-0.335153,0.742128,0.649206,0.095068,0.136893
9.42,0.955275,9.315299,2.16844,0.902605,-0.555617,-0.25936,0.74107,0.649299,0.097914,0.140138
9.43,0.873522,9.447121,1.801349,0.691386,-0.27042,-0.184355,0.739364,0.650051,0.101115,0.143359
9.44,0.834941,9.762212,1.435203,0.49829,0.046342,0.077064,0.737438,0.650995,0.104439,0.146573
9.45,0.878521,9.856772,1.091217,0.401723,0.361269,0.128466,0.735657,0.651742,0.107827,0.149714
9.46,0.987358,9.943975,0.970392,0.453416,0.507809,0.204082,0.734048,0.652269,0.111232,0.152795
9.47,1.006818,10.091302,0.662554,0.331028,0.795812,0.31372,0.732667,0.652473,0.114667,0.155976
9.48,0.898555,10.198889,0.291853,0.056808,1.0931,0.371213,0.731749,0.652077,0.11812,0.159332
9.49,0.894241,10.228603,0.003445,-0.103613,1.379675,0.361284,0.731624,0.650736,0.121341,0.162928
9.5,0.799387,10.272077,-0.100598,-0.284549,1.489242,0.378762,0.732505,0.648273,0.124052,0.166703
9.51,0.796343,10.109785,0.31605,-0.141751,1.186591,0.262684,0.734343,0.644795,0.126015,0.170586
9.52,0.804891,9.7847,0.9901,0.14914,0.660058,0.031587,0.736827,0.640661,0.127398,0.174384
9.53,0.863846,9.332892,1.571059,0.470679,0.210222,-0.323175,0.739225,0.6367,0.128487,0.17791
9.54,0.89218,8.946419,2.03456,0.730759,-0.175741,-0.625274,0.740813,0.633725,0.129694,0.181021
9.55,0.935565,8.836922,2.195933,0.85267,-0.300051,-0.70382,0.741049,0.632354,0.131182,0.183754
9.56,0.909861,9.181292,2.184251,0.800876,-0.289283,-0.36971,0.739849,0.632615,0.133183,0.186238
9.57,0.982022,9.558376,1.694638,0.609148,0.153002,-0.075951,0.737451,0.634184,0.135733,0.188554
9.58,0.934755,10.002044,1.320965,0.369024,0.432471,0.303438,0.734538,0.636294,0.138623,0.190703
9.59,0.941063,10.413623,0.746181,0.064591,0.918349,0.629442,0.731896,0.638042,0.14159,0.192829
9.6,0.928712,10.651188,0.347308,-0.165551,1.252782,0.809645,0.730064,0.638866,0.14439,0.194958
9.61,0.849792,10.602913,0.333541,-0.242651,1.234688,0.754802,0.729369,0.638387,0.146929,0.197216
9.62,0.901234,10.259426,0.557575,-0.064457,1.080342,0.444387,0.729581,0.636846,0.149266,0.199648
9.63,0.826213,9.962913,1.037214,0.135955,0.653389,0.215898,0.730217,0.634797,0.151358,0.202253
9.64,0.876371,9.79977,1.38648,0.365582,0.408094,0.108276,0.730712,0.632864,0.153425,0.204949
9.65,0.94207,9.671793,1.808228,0.655669,0.098175,0.049421,0.730679,0.631527,0.155474,0.207627
9.66,0.962543,9.582271,1.851597,0.711111,0.062467,-0.031827,0.730032,0.630933,0.157613,0.210082
9.67,0.982993,9.418269,1.751771,0.7048,0.128942,-0.209283,0.729005,0.630869,0.159823,0.212159
9.68,0.898654,9.395275,1.743564,0.653408,0.075755,-0.237403,0.727873,0.631064,0.162045,0.213778
9.69,0.750633,9.483084,1.368181,0.324162,0.303603,-0.212324,0.726977,0.631053,0.16419,0.215217
9.7,0.680734,9.735482,0.993172,0.027243,0.5968,-0.021238,0.726304,0.630667,0.166312,0.216984
9.71,0.713253,9.839387,1.14639,0.121713,0.509268,0.10509,0.725721,0.629983,0.168403,0.219298
9.72,0.78253,9.777266,1.413126,0.329686,0.333639,0.086009,0.725029,0.629229,0.170559,0.222068
9.73,0.863859,9.763957,1.503708,0.445375,0.307917,0.089286,0.724101,0.628591,0.172928,0.225048
9.74,0.964539,9.881812,1.512115,0.520372,0.369694,0.210265,0.722944,0.628148,0.175532,0.227969
9.75,0.986195,9.876518,1.636705,0.618973,0.284084,0.223904,0.721808,0.627739,0.178152,0.230649
9.76,0.936073,9.790737,1.621563,0.589065,0.260434,0.134644,0.720869,0.627327,0.180567,0.232818
9.77,0.811679,9.669996,1.598698,0.500231,0.19361,0.007483,0.720083,0.626916,0.182758,0.23464
9.78,0.862452,9.620248,1.435578,0.4592,0.342776,-0.064584,0.719142,0.626763,0.184907,0.236245
9.79,0.830172,9.89773,1.420136,0.412408,0.34572,0.206364,0.717831,0.626947,0.187225,0.237915
9.8,0.841678,10.145365,0.888963,0.081677,0.759204,0.377699,0.716142,0.627387,0.189769,0.239823
9.81,0.847152,10.214442,0.815001,0.04196,0.813335,0.436869,0.71461,0.627491,0.192423,0.241993
9.82,0.818074,10.131824,0.359996,-0.267342,1.142037,0.290627,0.713762,0.626856,0.194814,0.244221
9.83,0.776484,9.960571,0.597915,-0.14562,0.955742,0.149175,0.713812,0.625277,0.196971,0.246382
9.84,0.712582,9.54343,1.388317,0.339923,0.333238,-0.154246,0.714588,0.623012,0.198797,0.248394
9.85,0.48543,8.936453,1.963277,0.595722,-0.258467,-0.673299,0.71553,0.620695,0.200404,0.250187
9.86,0.462193,8.640182,1.910988,0.576174,-0.239972,-0.973649,0.71598,0.619,0.202033,0.25178
9.87,0.414303,8.601778,1.632149,0.37209,-0.069776,-1.055815,0.715491,0.618216,0.203992,0.253513
9.88,0.492135,8.662643,1.719129,0.498243,-0.094086,-0.981954,0.714101,0.618265,0.206238,0.255487
9.89,0.607254,8.984059,1.654095,0.521437,0.033863,-0.672393,0.712197,0.618831,0.208491,0.257595
9.9,0.668708,9.291021,1.2076,0.24249,0.405853,-0.431592,0.710361,0.619315,0.210612,0.259764
9.91,0.694558,9.414875,1.194897,0.233316,0.436233,-0.309777,0.709069,0.619242,0.212379,0.262023
9.92,0.631364,9.355804,1.444993,0.345869,0.218604,-0.333749,0.708533,0.618436,0.213724,0.264272
9.93,0.503814,9.152201,1.101143,0.015672,0.381294,-0.588619,0.708644,0.616982,0.214775,0.266511
9.94,0.411665,9.001193,0.910871,-0.187753,0.456896,-0.769648,0.708754,0.61533,0.216026,0.269015
9.95,0.539786,8.843249,1.623285,0.401371,0.03421,-0.814511,0.708345,0.614006,0.217648,0.271795
9.96,0.617245,8.838134,2.043389,0.755051,-0.217936,-0.754463,0.707101,0.613477,0.219685,0.274576
9.97,0.697575,9.261052,1.737732,0.562035,0.060129,-0.381152,0.705075,0.61374,0.222027,0.277301
9.98,0.828646,9.43865,1.605896,0.560525,0.22406,-0.221589,0.702662,0.614497,0.224426,0.279809
9.99,0.910297,9.498582,1.626943,0.641823,0.245607,-0.157311,0.700458,0.615232,0.226569,0.281985
10,0.881189,9.486447,1.508545,0.548246,0.291403,-0.186715,0.698834,0.615612,0.228345,0.283745
10.01,0.771602,9.530447,1.104915,0.18192,0.481404,-0.201196,0.697611,0.615687,0.229898,0.285335
10.02,0.734037,9.638059,1.098351,0.144324,0.456197,-0.096289,0.69639,0.615628,0.231602,0.28706
10.03,0.85356,9.883327,1.146609,0.236718,0.516072,0.15732,0.694948,0.615479,0.233661,0.289198
10.04,0.821055,9.888082,1.092772,0.176831,0.515934,0.154507,0.693398,0.615208,0.235882,0.29168
10.05,0.780054,10.088526,0.510439,-0.313491,0.875423,0.276055,0.69198,0.6146,0.238109,0.294508
10.06,0.846868,10.118792,0.732639,-0.130521,0.788915,0.336423,0.691055,0.613397,0.240194,0.297481
10.07,0.87178,9.877665,1.265764,0.284959,0.469851,0.168715,0.690746,0.611637,0.242016,0.30033
10.08,0.669666,9.427999,1.194349,0.130888,0.3621,-0.293562,0.690817,0.609634,0.243662,0.3029
10.09,0.465645,9.163491,0.927243,-0.17989,0.378688,-0.600176,0.690692,0.607859,0.245531,0.305232
10.1,0.54706,9.173157,0.98183,-0.089241,0.412761,-0.580584,0.690056,0.606555,0.247678,0.307521
10.11,0.701107,9.141991,1.184201,0.168309,0.399747,-0.577875,0.688976,0.605649,0.24993,0.309897
10.12,0.861918,9.210178,1.207763,0.277166,0.508407,-0.501744,0.687772,0.605017,0.251908,0.312196
10.13,0.971266,9.520792,1.293205,0.360905,0.551924,-0.178045,0.686665,0.604501,0.25336,0.31445
10.14,1.02519,9.587112,2.060994,0.959444,0.119944,-0.000629,0.685925,0.603933,0.254081,0.316566
10.15,0.934636,9.583043,2.231238,1.007308,-0.05799,0.019332,0.685589,0.603257,0.254159,0.318516
10.16,0.747729,9.537254,2.162613,0.818572,-0.170727,-0.040485,0.685316,0.602616,0.254035,0.320409
10.17,0.719748,9.552498,1.642741,0.379168,0.110046,-0.101306,0.684578,0.602242,0.25429,0.32248
10.18,0.645629,9.704681,1.5085,0.208121,0.112857,0.026883,0.683043,0.60226,0.255298,0.324896
10.19,0.892216,10.028871,1.563931,0.371876,0.258066,0.366468,0.68071,0.602596,0.257273,0.327602
10.2,1.057049,10.506438,1.64719,0.49644,0.327294,0.857932,0.677915,0.603094,0.259904,0.330393
10.21,1.324121,10.846735,1.675489,0.662147,0.513948,1.210447,0.675112,0.603548,0.262893,0.332928
10.22,1.372322,11.037718,1.619214,0.645889,0.581453,1.393605,0.672766,0.603697,0.265812,0.335081
10.23,1.048821,11.00553,1.573371,0.440896,0.350437,1.33989,0.671226,0.603295,0.26839,0.336835
10.24,0.983104,10.89504,0.881987,-0.150117,0.710564,1.138059,0.670518,0.60216,0.270564,0.338531
10.25,0.800868,10.772164,0.965934,-0.1994,0.540658,1.016984,0.670509,0.600297,0.272249,0.340503
10.26,0.76803,10.741105,0.484355,-0.661825,0.819532,0.915123,0.671029,0.597723,0.273472,0.343017
10.27,0.751143,10.518825,0.46794,-0.730534,0.847409,0.683817,0.671945,0.594371,0.274424,0.346272
10.28,0.947855,10.097515,0.879331,-0.304167,0.812619,0.33019,0.673104,0.590559,0.27521,0.349901
10.29,1.108368,9.807541,1.549776,0.309052,0.616722,0.154342,0.67431,0.58677,0.275921,0.353377
10.3,1.069153,9.484384,2.03568,0.695161,0.34821,-0.084598,0.675207,0.583469,0.276899,0.356352
10.31,0.799137,9.04621,2.209749,0.759346,0.026891,-0.497212,0.675274,0.581248,0.278465,0.358628
10.32,0.656778,8.754139,2.027929,0.615885,-0.014717,-0.823848,0.674076,0.580548,0.280937,0.360083
10.33,0.507408,8.846442,1.752117,0.363349,-0.017799,-0.787483,0.671489,0.581425,0.284302,0.360861
10.34,0.598267,9.368053,0.973818,-0.226145,0.442645,-0.388311,0.66771,0.583522,0.288471,0.361178
10.35,0.703198,10.047048,0.318154,-0.726821,0.842701,0.202275,0.663467,0.586028,0.292794,0.361461
10.36,0.844192,10.660977,-0.398021,-1.273367,1.299529,0.733233,0.659591,0.588137,0.296651,0.361984
10.37,0.793316,11.169475,-0.995894,-1.851372,1.546232,1.167277,0.656997,0.588991,0.299464,0.362996
10.38,0.542228,11.010546,-1.256845,-2.212954,1.459636,0.961267,0.656149,0.588177,0.30098,0.364591
10.39,0.356459,10.439301,-1.351737,-2.372414,1.350844,0.359823,0.656573,0.586023,0.301733,0.366668
10.4,0.30042,10.005876,-0.802611,-1.923311,1.046527,-0.0118,0.657442,0.583352,0.302329,0.368873
10.41,0.376514,9.496924,0.052461,-1.102668,0.693476,-0.397849,0.657753,0.581178,0.303345,0.370912
10.42,0.566179,9.350666,0.201766,-0.845997,0.776419,-0.513349,0.656938,0.58025,0.305121,0.37235
10.43,0.685624,9.552506,0.16043,-0.805612,0.885126,-0.30934,0.655039,0.580638,0.307506,0.373127
10.44,0.811885,9.990392,-0.394247,-1.231841,1.242605,0.064597,0.652708,0.581785,0.309963,0.373391
10.45,0.576079,10.07616,-0.86329,-1.725798,1.235507,0.091912,0.65085,0.582869,0.311812,0.373406
10.46,0.316903,10.166875,-1.4759,-2.387009,1.293201,0.100629,0.650031,0.583259,0.312769,0.373423
10.47,0.224726,10.153554,-1.85187,-2.786764,1.402961,0.028055,0.650384,0.582575,0.312813,0.373838
10.48,0.25061,9.920994,-1.303452,-2.314473,1.186492,-0.147118,0.651546,0.581122,0.31212,0.374653
10.49,0.459929,9.825908,-0.78214,-1.796921,1.145806,-0.177868,0.652925,0.579532,0.311074,0.375587
10.5,0.5898,9.893927,-0.15618,-1.236309,0.980893,-0.026406,0.654041,0.578322,0.309936,0.376449
10.51,0.781742,9.878768,0.347181,-0.725921,0.91443,0.034064,0.654746,0.577755,0.308873,0.376967
10.52,0.742514,9.850476,0.476212,-0.636808,0.814774,0.022991,0.655252,0.577713,0.307852,0.376988
10.53,0.46076,9.569302,0.338031,-0.850267,0.618097,-0.284145,0.655748,0.578047,0.30682,0.376454
10.54,0.370471,9.387298,0.064581,-1.09377,0.660934,-0.505184,0.65611,0.578636,0.306109,0.375497
10.55,0.512039,9.509823,0.17436,-0.923494,0.73354,-0.36079,0.656072,0.57955,0.305884,0.374334
10.56,0.631111,9.413012,0.617627,-0.427854,0.610895,-0.387815,0.655474,0.580891,0.306215,0.373031
10.57,0.70845,9.65871,0.318227,-0.631608,0.809281,-0.177347,0.654339,0.582645,0.306972,0.371663
10.58,0.802445,9.943603,0.261299,-0.626125,0.909107,0.105413,0.653204,0.584441,0.307633,0.37029
10.59,0.784379,10.092308,0.333085,-0.565027,0.854063,0.263626,0.652596,0.585806,0.307802,0.369064
10.6,0.534974,10.064888,0.178839,-0.818367,0.713651,0.209345,0.652881,0.58646,0.307173,0.368042
10.61,0.49414,9.729251,0.065091,-0.914028,0.735148,-0.141553,0.653824,0.586491,0.306027,0.367274
10.62,0.50567,9.405133,0.436733,-0.565927,0.565422,-0.41785,0.65495,0.58626,0.304766,0.366685
10.63,0.634742,9.201916,0.823448,-0.152181,0.483356,-0.566098,0.655766,0.586256,0.303658,0.366151
10.64,0.74088,9.246896,0.925162,-0.010011,0.51515,-0.504389,0.655921,0.586827,0.30291,0.365578
10.65,0.825958,9.619996,0.985477,0.056354,0.552711,-0.123054,0.655593,0.587899,0.302423,0.364847
10.66,0.901767,10.235883,0.642249,-0.265359,0.787927,0.449266,0.655238,0.589066,0.301768,0.364143
10.67,0.654008,10.327689,0.548114,-0.482887,0.613765,0.520726,0.655385,0.589941,0.300665,0.363373
10.68,0.684115,10.015811,0.226808,-0.710579,0.79524,0.172232,0.656036,0.590455,0.299385,0.362419
10.69,0.6534,10.094787,0.609341,-0.411954,0.588943,0.296041,0.65692,0.590747,0.29822,0.361302
10.7,0.654827,10.064948,0.556033,-0.446882,0.624378,0.259631,0.657655,0.591053,0.297425,0.360117
10.71,0.706232,9.754551,0.467298,-0.44246,0.706722,-0.057015,0.658061,0.591509,0.297051,0.358933
10.72,0.80024,9.705444,0.573037,-0.278783,0.732432,-0.088995,0.658244,0.59213,0.296887,0.357709
10.73,0.851047,9.975551,0.554015,-0.289768,0.796082,0.178564,0.658514,0.59273,0.296512,0.356526
10.74,0.722504,10.07718,0.457733,-0.451244,0.746974,0.263001,0.659131,0.593041,0.295798,0.355461
10.75,0.678706,9.869923,0.413039,-0.4944,0.736207,0.04937,0.660021,0.593128,0.294828,0.35447
10.76,0.660499,9.637665,0.326919,-0.548501,0.768626,-0.19312,0.660975,0.593254,0.293865,0.353278
10.77,0.712446,9.515987,0.549149,-0.309368,0.69834,-0.284846,0.661724,0.593629,0.293076,0.351899
10.78,0.697102,9.491653,0.703543,-0.168732,0.604066,-0.290134,0.662224,0.594278,0.292429,0.350397
10.79,0.732371,9.529961,0.775452,-0.073829,0.588493,-0.241583,0.662418,0.59531,0.291761,0.348831
10.8,0.78724,9.864096,0.764843,-0.076018,0.639459,0.091373,0.662531,0.596563,0.290802,0.347273
10.81,0.78415,10.145762,0.741797,-0.128808,0.646882,0.368992,0.662879,0.597695,0.289312,0.345906
10.82,0.779968,10.241321,0.604458,-0.269021,0.71432,0.44771,0.663589,0.598516,0.287387,0.344729
10.83,0.813061,10.148677,0.633719,-0.232163,0.724304,0.359814,0.664635,0.599014,0.285307,0.343572
10.84,0.727977,9.990846,0.823824,-0.114098,0.54897,0.222812,0.665785,0.599335,0.283427,0.34234
10.85,0.75112,9.752441,0.719572,-0.150207,0.619926,-0.025696,0.666605,0.599826,0.282193,0.340901
10.86,0.727892,9.504438,0.930648,0.069975,0.467057,-0.246747,0.666777,0.600797,0.281721,0.339243
10.87,0.704786,9.477319,0.884008,0.069717,0.456941,-0.279378,0.666247,0.602314,0.28194,0.337405
10.88,0.708102,9.622019,0.914807,0.133719,0.425579,-0.131659,0.665303,0.604207,0.282406,0.335489
10.89,0.628539,9.813834,0.522691,-0.209061,0.56672,0.016581,0.664399,0.606074,0.282697,0.333662
10.9,0.496741,9.784025,-0.071387,-0.743982,0.78099,-0.075365,0.663948,0.60754,0.28246,0.332092
10.91,0.593379,9.704687,-0.132295,-0.722683,0.892701,-0.157049,0.66408,0.608479,0.281757,0.330703
10.92,0.651069,9.765766,0.059851,-0.541081,0.837151,-0.075949,0.664672,0.609056,0.280605,0.329428
10.93,0.742,9.75372,0.491669,-0.138172,0.663967,-0.041944,0.665424,0.609645,0.27914,0.328062
