Time (s),X,Y,Radius
0.1,679,707,39
0.1,959,370,17
0.1,751,701,40
0.1,50,715,33
0.1,1807,709,36
0.1,541,703,33
0.1,1417,703,32
0.1,1417,767,25
0.1,307,785,43
0.1,127,673,28
0.1,987,34,12
0.1,931,38,11
0.1,973,661,17
0.1,613,713,17
0.1,261,661,17
0.11666666666666667,959,291,48
0.11666666666666667,913,709,49
0.11666666666666667,1099,703,48
0.11666666666666667,1165,707,45
0.11666666666666667,1321,709,49
0.11666666666666667,178,689,44
0.11666666666666667,715,703,49
0.11666666666666667,813,715,40
0.11666666666666667,1033,715,39
0.11666666666666667,979,695,47
0.11666666666666667,1435,713,37
0.11666666666666667,1533,721,35
0.11666666666666667,1663,719,31
0.11666666666666667,961,375,15
0.11666666666666667,37,715,23
0.11666666666666667,637,773,32
0.11666666666666667,987,34,12
0.11666666666666667,511,767,27
0.11666666666666667,1850,737,24
0.11666666666666667,931,34,12
0.11666666666666667,1232,38,10
0.11666666666666667,79,667,23
0.11666666666666667,601,691,23
0.13333333333333333,959,291,48
0.13333333333333333,1708,719,49
0.13333333333333333,256,701,47
0.13333333333333333,871,713,49
0.13333333333333333,1063,719,49
0.13333333333333333,655,719,48
0.13333333333333333,1309,713,49
0.13333333333333333,955,713,48
0.13333333333333333,739,713,48
0.13333333333333333,817,725,41
0.13333333333333333,1165,719,49
0.13333333333333333,439,707,49
0.13333333333333333,163,703,48
0.13333333333333333,1402,713,49
0.13333333333333333,1537,721,44
0.13333333333333333,645,773,39
0.13333333333333333,325,721,44
0.13333333333333333,103,695,40
0.13333333333333333,595,691,32
0.13333333333333333,1165,797,48
0.13333333333333333,1801,737,25
0.13333333333333333,963,383,14
0.13333333333333333,932,37,13
0.13333333333333333,987,34,12
0.13333333333333333,1605,701,24
0.13333333333333333,373,701,24
0.13333333333333333,643,37,11
0.13333333333333333,1879,779,30
0.13333333333333333,565,739,24
0.15,959,291,48
0.15,1724,743,49
0.15,181,725,49
0.15,811,745,45
0.15,1171,749,36
0.15,919,725,48
0.15,1057,727,47
0.15,1291,739,47
0.15,1579,725,49
0.15,691,733,48
0.15,259,713,40
0.15,859,761,49
0.15,1455,745,47
0.15,451,733,48
0.15,1646,725,48
0.15,965,405,15
0.15,997,725,33
0.15,1117,743,29
0.15,637,821,45
0.15,987,34,12
0.15,931,38,11
0.15,109,739,25
0.15,1333,769,19
0.15,643,37,11
0.15,595,709,23
0.15,955,763,23
0.16666666666666666,959,289,46
0.16666666666666666,925,745,47
0.16666666666666666,805,751,47
0.16666666666666666,184,737,47
0.16666666666666666,1177,755,49
0.16666666666666666,871,749,45
0.16666666666666666,1063,749,49
0.16666666666666666,1117,751,44
0.16666666666666666,1689,755,48
0.16666666666666666,1003,757,39
0.16666666666666666,451,751,40
0.16666666666666666,931,833,48
0.16666666666666666,631,767,32
0.16666666666666666,697,827,43
0.16666666666666666,1771,773,27
0.16666666666666666,1381,757,31
0.16666666666666666,932,35,13
0.16666666666666666,67,745,28
0.16666666666666666,987,34,12
0.16666666666666666,1519,739,20
0.16666666666666666,1634,727,28
0.16666666666666666,967,416,14
0.16666666666666666,1585,715,25
0.16666666666666666,1291,751,24
0.18333333333333332,958,291,47
0.18333333333333332,403,805,49
0.18333333333333332,265,775,40
0.18333333333333332,1189,803,49
0.18333333333333332,1027,811,49
0.18333333333333332,189,785,49
0.18333333333333332,931,799,47
0.18333333333333332,1315,805,49
0.18333333333333332,1721,809,49
0.18333333333333332,1671,791,48
0.18333333333333332,823,811,45
0.18333333333333332,1867,817,41
0.18333333333333332,1093,817,40
0.18333333333333332,976,464,16
0.18333333333333332,1591,799,28
0.18333333333333332,574,805,31
0.18333333333333332,35,817,29
0.18333333333333332,739,763,23
0.18333333333333332,963,35,14
0.18333333333333332,1587,881,43
0.18333333333333332,1453,809,32
0.18333333333333332,877,791,32
0.18333333333333332,643,37,11
0.18333333333333332,907,35,27
0.18333333333333332,655,799,24
0.2,959,289,46
0.2,267,802,48
0.2,931,823,49
0.2,649,817,49
0.2,1727,817,49
0.2,421,829,43
0.2,1069,803,41
0.2,187,815,49
0.2,997,823,49
0.2,949,917,47
0.2,1591,809,39
0.2,1490,827,48
0.2,1201,835,47
0.2,877,821,40
0.2,1339,839,36
0.2,963,35,14
0.2,739,809,33
0.2,977,484,15
0.2,901,35,28
0.2,1099,845,28
0.2,67,803,21
0.2,1873,851,28
0.2,1675,787,25
0.2,29,841,24
0.2,1816,832,21
0.2,1669,851,24
0.21666666666666667,959,291,48
0.21666666666666667,256,827,49
0.21666666666666667,769,845,49
0.21666666666666667,1070,827,43
0.21666666666666667,829,859,39
0.21666666666666667,889,833,43
0.21666666666666667,1213,863,49
0.21666666666666667,139,827,47
0.21666666666666667,961,851,45
0.21666666666666667,541,853,43
0.21666666666666667,979,503,15
0.21666666666666667,1684,805,21
0.21666666666666667,932,35,13
0.21666666666666667,1831,875,28
0.21666666666666667,55,835,23
0.21666666666666667,987,34,12
0.21666666666666667,1465,871,35
0.21666666666666667,1561,811,28
0.21666666666666667,1885,875,27
0.21666666666666667,679,827,25
0.21666666666666667,1729,851,17
0.23333333333333334,959,291,47
0.23333333333333334,1069,889,49
0.23333333333333334,693,883,47
0.23333333333333334,997,881,49
0.23333333333333334,835,857,40
0.23333333333333334,589,875,49
0.23333333333333334,889,857,40
0.23333333333333334,253,881,49
0.23333333333333334,1783,887,48
0.23333333333333334,172,851,44
0.23333333333333334,1483,883,48
0.23333333333333334,775,863,47
0.23333333333333334,977,529,16
0.23333333333333334,1532,959,49
0.23333333333333334,1363,889,39
0.23333333333333334,963,31,29
0.23333333333333334,1195,893,33
0.23333333333333334,1405,841,32
0.23333333333333334,1681,901,33
0.23333333333333334,733,835,28
0.23333333333333334,61,895,27
0.23333333333333334,1147,869,29
0.23333333333333334,907,35,28
0.23333333333333334,386,887,32
0.23333333333333334,1237,857,27
0.25,959,290,47
0.25,1219,889,49
0.25,949,895,48
0.25,835,887,49
0.25,247,853,41
0.25,1075,881,43
0.25,169,857,47
0.25,1003,887,48
0.25,673,895,40
0.25,289,887,48
0.25,1840,893,49
0.25,115,881,47
0.25,1783,899,40
0.25,1417,895,41
0.25,541,857,41
0.25,409,899,39
0.25,871,971,49
0.25,883,869,39
0.25,733,875,29
0.25,932,35,13
0.25,977,533,15
0.25,1591,841,29
0.25,211,905,28
0.25,955,959,37
0.25,987,34,12
0.25,45,863,22
0.25,115,829,18
0.26666666666666666,959,289,46
0.26666666666666666,235,875,49
0.26666666666666666,1705,875,48
0.26666666666666666,997,901,49
0.26666666666666666,1051,899,49
0.26666666666666666,1291,875,45
0.26666666666666666,1845,905,49
0.26666666666666666,525,907,49
0.26666666666666666,813,907,49
0.26666666666666666,1525,913,43
0.26666666666666666,139,901,49
0.26666666666666666,1483,875,48
0.26666666666666666,697,901,43
0.26666666666666666,1183,875,44
0.26666666666666666,1789,931,31
0.26666666666666666,1093,983,36
0.26666666666666666,637,959,44
0.26666666666666666,976,543,15
0.26666666666666666,931,965,48
0.26666666666666666,907,35,34
0.26666666666666666,391,917,28
0.26666666666666666,963,35,14
0.26666666666666666,913,875,28
0.26666666666666666,445,863,24
0.26666666666666666,1129,889,29
0.26666666666666666,1627,881,28
0.26666666666666666,1231,917,27
0.2833333333333333,959,290,48
0.2833333333333333,199,869,48
0.2833333333333333,817,905,49
0.2833333333333333,973,899,49
0.2833333333333333,1195,901,49
0.2833333333333333,637,895,47
0.2833333333333333,463,959,47
0.2833333333333333,871,905,48
0.2833333333333333,1381,893,44
0.2833333333333333,1468,875,45
0.2833333333333333,130,901,49
0.2833333333333333,403,901,45
0.2833333333333333,975,543,16
0.2833333333333333,311,863,41
0.2833333333333333,1675,875,31
0.2833333333333333,1753,911,43
0.2833333333333333,932,35,13
0.2833333333333333,854,977,32
0.2833333333333333,763,863,24
0.2833333333333333,987,34,12
0.2833333333333333,1075,869,20
0.2833333333333333,241,923,27
0.3,959,290,48
0.3,199,869,48
0.3,817,905,49
0.3,973,899,49
0.3,1195,901,49
0.3,637,895,47
0.3,463,959,47
0.3,871,905,48
0.3,1381,893,44
0.3,311,869,44
0.3,130,901,49
0.3,403,901,45
0.3,975,543,16
0.3,1675,875,31
0.3,1753,911,43
0.3,932,35,13
0.3,763,863,24
0.3,987,34,12
0.3,1075,869,20
0.3,241,923,27
0.31666666666666665,959,290,48
0.31666666666666665,199,869,48
0.31666666666666665,817,905,49
0.31666666666666665,973,899,49
0.31666666666666665,1093,907,49
0.31666666666666665,1195,901,49
0.31666666666666665,871,905,48
0.31666666666666665,1381,893,44
0.31666666666666665,1333,869,44
0.31666666666666665,685,907,41
0.31666666666666665,1753,887,48
0.31666666666666665,403,901,45
0.31666666666666665,975,543,16
0.31666666666666665,311,863,41
0.31666666666666665,153,911,33
0.31666666666666665,338,977,49
0.31666666666666665,932,35,13
0.31666666666666665,1003,25,39
0.31666666666666665,1675,875,31
0.31666666666666665,913,875,27
0.31666666666666665,854,977,32
0.31666666666666665,763,863,24
0.31666666666666665,241,923,27
0.3333333333333333,959,290,48
0.3333333333333333,236,875,49
0.3333333333333333,1141,899,49
0.3333333333333333,1849,905,49
0.3333333333333333,817,905,49
0.3333333333333333,661,905,48
0.3333333333333333,976,543,16
0.3333333333333333,931,869,47
0.3333333333333333,403,901,45
0.3333333333333333,1237,913,45
0.3333333333333333,959,913,36
0.3333333333333333,500,905,45
0.3333333333333333,799,983,43
0.3333333333333333,1753,917,37
0.3333333333333333,1255,983,48
0.3333333333333333,932,35,13
0.3333333333333333,1003,25,39
0.3333333333333333,1051,887,29
0.3333333333333333,153,911,31
0.3333333333333333,1687,923,32
0.3333333333333333,493,965,25
0.3333333333333333,1675,869,24
0.3333333333333333,355,875,24
0.3333333333333333,146,965,36
0.3333333333333333,1555,859,17
0.35,959,290,48
0.35,199,869,48
0.35,1141,899,49
0.35,1849,905,49
0.35,817,905,49
0.35,661,905,48
0.35,976,543,16
0.35,1051,899,49
0.35,931,869,47
0.35,1237,913,45
0.35,512,905,40
0.35,397,919,33
0.35,959,913,36
0.35,1639,923,36
0.35,799,983,43
0.35,1753,917,37
0.35,932,35,13
0.35,1003,25,39
0.35,1222,863,27
0.35,153,911,31
0.35,1472,965,29
0.35,493,965,25
0.35,1675,869,24
0.35,355,875,24
0.35,146,965,36
0.35,1573,877,20
0.36666666666666664,959,290,48
0.36666666666666664,973,899,49
0.36666666666666664,236,875,49
0.36666666666666664,817,905,49
0.36666666666666664,159,869,48
0.36666666666666664,1201,907,49
0.36666666666666664,1849,905,49
0.36666666666666664,976,543,16
0.36666666666666664,1141,901,48
0.36666666666666664,435,901,47
0.36666666666666664,1417,901,49
0.36666666666666664,637,895,47
0.36666666666666664,931,869,47
0.36666666666666664,1075,899,49
0.36666666666666664,311,863,40
0.36666666666666664,535,905,40
0.36666666666666664,1753,917,37
0.36666666666666664,932,35,13
0.36666666666666664,1003,25,39
0.36666666666666664,145,917,26
0.36666666666666664,1303,875,28
0.36666666666666664,877,887,29
0.36666666666666664,97,865,24
0.36666666666666664,1555,859,17
0.38333333333333336,959,290,48
0.38333333333333336,236,875,49
0.38333333333333336,817,905,49
0.38333333333333336,1849,905,49
0.38333333333333336,1201,907,49
0.38333333333333336,976,543,16
0.38333333333333336,1141,901,48
0.38333333333333336,931,869,47
0.38333333333333336,435,901,47
0.38333333333333336,637,895,47
0.38333333333333336,1381,893,44
0.38333333333333336,1075,899,49
0.38333333333333336,949,919,31
0.38333333333333336,500,905,45
0.38333333333333336,311,863,40
0.38333333333333336,1753,917,37
0.38333333333333336,799,983,43
0.38333333333333336,1255,983,48
0.38333333333333336,932,35,13
0.38333333333333336,1003,25,39
0.38333333333333336,997,881,32
0.38333333333333336,153,911,31
0.38333333333333336,631,983,25
0.38333333333333336,493,965,25
0.38333333333333336,871,899,33
0.38333333333333336,31,875,21
0.38333333333333336,1303,875,28
0.38333333333333336,146,965,36
0.38333333333333336,97,865,24
0.38333333333333336,1555,859,17
0.4,959,290,48
0.4,236,875,49
0.4,817,905,49
0.4,1849,905,49
0.4,1201,907,49
0.4,976,543,16
0.4,1141,901,48
0.4,637,895,47
0.4,931,869,47
0.4,403,901,45
0.4,1381,893,44
0.4,1075,899,49
0.4,110,899,40
0.4,949,919,31
0.4,500,905,45
0.4,311,863,40
0.4,1753,917,37
0.4,799,983,43
0.4,1255,983,48
0.4,932,35,13
0.4,1003,25,39
0.4,997,881,32
0.4,631,983,25
0.4,493,965,25
0.4,871,899,33
0.4,31,875,21
0.4,1303,875,28
0.4,146,965,36
0.4,1555,859,17
0.4166666666666667,959,290,48
0.4166666666666667,236,875,49
0.4166666666666667,973,899,49
0.4166666666666667,817,905,49
0.4166666666666667,1201,907,49
0.4166666666666667,1849,905,49
0.4166666666666667,976,543,16
0.4166666666666667,1141,901,48
0.4166666666666667,637,895,47
0.4166666666666667,931,869,47
0.4166666666666667,435,901,47
0.4166666666666667,1381,893,44
0.4166666666666667,1075,899,49
0.4166666666666667,500,905,45
0.4166666666666667,311,863,40
0.4166666666666667,1753,917,37
0.4166666666666667,932,35,13
0.4166666666666667,1003,25,39
0.4166666666666667,685,913,32
0.4166666666666667,153,911,31
0.4166666666666667,493,965,25
0.4166666666666667,31,875,21
0.4166666666666667,1303,875,28
0.4166666666666667,877,887,29
0.4166666666666667,97,865,24
0.4166666666666667,1555,859,17
0.43333333333333335,959,289,46
0.43333333333333335,976,543,16
0.43333333333333335,241,875,49
0.43333333333333335,1087,907,49
0.43333333333333335,817,905,49
0.43333333333333335,163,869,48
0.43333333333333335,997,899,49
0.43333333333333335,1789,905,49
0.43333333333333335,637,895,47
0.43333333333333335,763,887,47
0.43333333333333335,1141,899,49
0.43333333333333335,700,875,48
0.43333333333333335,1621,907,45
0.43333333333333335,877,887,49
0.43333333333333335,1243,917,40
0.43333333333333335,1267,869,40
0.43333333333333335,103,905,43
0.43333333333333335,1381,875,44
0.43333333333333335,1093,977,35
0.43333333333333335,1879,907,35
0.43333333333333335,932,35,13
0.43333333333333335,307,869,29
0.43333333333333335,535,915,29
0.43333333333333335,1193,869,27
0.43333333333333335,987,34,12
0.43333333333333335,637,959,19
0.43333333333333335,499,965,23
0.43333333333333335,1586,869,24
0.43333333333333335,43,869,20
0.43333333333333335,931,869,20
0.45,959,291,47
0.45,199,869,45
0.45,829,907,49
0.45,1075,875,45
0.45,1375,881,41
0.45,1543,913,49
0.45,955,887,49
0.45,691,907,48
0.45,1219,905,45
0.45,1756,887,49
0.45,523,907,43
0.45,1813,919,49
0.45,1706,907,48
0.45,979,544,15
0.45,109,863,40
0.45,1491,983,34
0.45,1267,875,29
0.45,1417,913,41
0.45,932,35,13
0.45,241,841,41
0.45,740,863,27
0.45,157,905,36
0.45,55,913,28
0.45,987,34,12
0.45,1477,875,26
0.45,1069,931,28
0.45,1628,875,20
0.45,1009,881,23
0.45,452,875,19
0.45,398,923,24
0.4666666666666667,959,290,47
0.4666666666666667,248,875,49
0.4666666666666667,637,901,49
0.4666666666666667,529,901,48
0.4666666666666667,1075,875,45
0.4666666666666667,889,881,43
0.4666666666666667,1225,913,49
0.4666666666666667,823,905,45
0.4666666666666667,155,901,43
0.4666666666666667,1376,913,40
0.4666666666666667,1417,875,33
0.4666666666666667,1621,907,49
0.4666666666666667,1753,871,40
0.4666666666666667,1495,913,41
0.4666666666666667,961,905,34
0.4666666666666667,932,35,13
0.4666666666666667,1795,935,39
0.4666666666666667,397,917,31
0.4666666666666667,685,919,31
0.4666666666666667,301,923,28
0.4666666666666667,79,895,28
0.4666666666666667,979,545,15
0.4666666666666667,987,34,12
0.4666666666666667,1267,881,27
0.4666666666666667,1321,875,20
0.4666666666666667,352,869,21
0.4666666666666667,739,871,21
0.4666666666666667,860,983,33
0.48333333333333334,959,290,47
0.48333333333333334,977,548,15
0.48333333333333334,1333,905,49
0.48333333333333334,1027,881,48
0.48333333333333334,1759,893,49
0.48333333333333334,235,871,44
0.48333333333333334,697,907,43
0.48333333333333334,835,911,49
0.48333333333333334,1195,905,49
0.48333333333333334,283,899,49
0.48333333333333334,415,881,49
0.48333333333333334,541,881,49
0.48333333333333334,157,905,49
0.48333333333333334,607,901,49
0.48333333333333334,487,901,49
0.48333333333333334,949,905,44
0.48333333333333334,53,895,48
0.48333333333333334,1873,913,41
0.48333333333333334,865,995,48
0.48333333333333334,1099,919,36
0.48333333333333334,932,35,13
0.48333333333333334,763,899,40
0.48333333333333334,1531,877,28
0.48333333333333334,1635,875,25
0.48333333333333334,987,34,12
0.48333333333333334,187,853,22
0.48333333333333334,1801,929,17
0.5,959,291,48
0.5,241,905,49
0.5,1333,907,49
0.5,151,901,49
0.5,200,875,49
0.5,1135,893,48
0.5,589,875,47
0.5,793,905,44
0.5,1249,905,49
0.5,977,548,15
0.5,670,875,45
0.5,967,905,48
0.5,361,907,44
0.5,487,901,49
0.5,43,859,31
0.5,1819,925,43
0.5,1075,913,40
0.5,932,35,13
0.5,1891,919,28
0.5,103,853,26
0.5,835,877,29
0.5,295,917,32
0.5,987,34,12
0.5,715,977,31
0.5,1477,913,31
0.5,1519,875,28
0.5,619,37,34
0.5166666666666667,959,291,48
0.5166666666666667,631,901,47
0.5166666666666667,1255,899,44
0.5166666666666667,199,875,48
0.5166666666666667,1705,881,49
0.5166666666666667,1130,913,49
0.5166666666666667,883,875,47
0.5166666666666667,811,913,41
0.5166666666666667,1069,881,41
0.5166666666666667,1195,919,36
0.5166666666666667,967,913,49
0.5166666666666667,1573,913,44
0.5166666666666667,439,899,39
0.5166666666666667,523,925,33
0.5166666666666667,975,547,15
0.5166666666666667,1003,875,35
0.5166666666666667,932,35,13
0.5166666666666667,1631,881,32
0.5166666666666667,289,905,26
0.5166666666666667,987,34,12
0.5166666666666667,109,905,25
0.5166666666666667,1363,881,25
0.5166666666666667,721,883,24
0.5166666666666667,1579,853,21
0.5166666666666667,242,937,20
0.5166666666666667,1801,917,18
0.5333333333333333,959,290,48
0.5333333333333333,133,907,49
0.5333333333333333,229,875,49
0.5333333333333333,1477,913,48
0.5333333333333333,1847,911,48
0.5333333333333333,1033,913,49
0.5333333333333333,937,913,41
0.5333333333333333,391,925,33
0.5333333333333333,979,881,48
0.5333333333333333,793,875,43
0.5333333333333333,1129,913,40
0.5333333333333333,668,913,41
0.5333333333333333,1783,923,33
0.5333333333333333,975,548,15
0.5333333333333333,932,35,13
0.5333333333333333,61,905,32
0.5333333333333333,1339,881,29
0.5333333333333333,193,917,33
0.5333333333333333,877,881,27
0.5333333333333333,987,34,12
0.5333333333333333,1693,865,28
0.5333333333333333,559,881,24
0.5333333333333333,145,847,20
0.5333333333333333,1171,883,27
0.5333333333333333,475,901,21
0.5333333333333333,343,877,24
0.5333333333333333,1748,881,16
0.55,959,290,48
0.55,151,875,49
0.55,823,907,47
0.55,974,547,16
0.55,1225,913,49
0.55,233,907,48
0.55,1783,917,48
0.55,877,881,49
0.55,1129,893,47
0.55,1337,875,49
0.55,997,907,47
0.55,1705,881,45
0.55,631,899,47
0.55,1411,875,33
0.55,520,925,33
0.55,955,877,31
0.55,932,35,13
0.55,1063,875,32
0.55,1375,913,29
0.55,343,871,25
0.55,1621,925,37
0.55,1873,913,35
0.55,1477,919,24
0.55,987,34,12
0.55,379,907,28
0.55,577,893,27
0.55,73,875,23
0.55,1639,865,20
0.5666666666666667,959,290,47
0.5666666666666667,937,901,49
0.5666666666666667,829,901,49
0.5666666666666667,1399,875,48
0.5666666666666667,1843,905,48
0.5666666666666667,685,907,49
0.5666666666666667,1699,875,47
0.5666666666666667,325,905,40
0.5666666666666667,229,905,48
0.5666666666666667,1330,875,48
0.5666666666666667,538,907,40
0.5666666666666667,457,959,49
0.5666666666666667,1291,907,45
0.5666666666666667,997,893,43
0.5666666666666667,1087,901,48
0.5666666666666667,541,965,49
0.5666666666666667,1513,869,37
0.5666666666666667,1195,911,37
0.5666666666666667,229,851,36
0.5666666666666667,57,901,32
0.5666666666666667,963,35,14
0.5666666666666667,389,919,28
0.5666666666666667,1747,911,29
0.5666666666666667,907,35,27
0.5666666666666667,1627,875,24
0.5666666666666667,493,869,27
0.5666666666666667,145,917,25
0.5666666666666667,97,853,24
0.5666666666666667,877,881,23
0.5666666666666667,1573,875,23
0.5666666666666667,975,543,13
0.5833333333333334,961,290,47
0.5833333333333334,1027,901,49
0.5833333333333334,193,869,45
0.5833333333333334,883,899,49
0.5833333333333334,1081,907,49
0.5833333333333334,709,899,49
0.5833333333333334,961,901,49
0.5833333333333334,541,907,40
0.5833333333333334,479,875,47
0.5833333333333334,1195,901,49
0.5833333333333334,907,35,34
0.5833333333333334,146,905,40
0.5833333333333334,373,913,36
0.5833333333333334,1507,925,28
0.5833333333333334,963,35,14
0.5833333333333334,254,913,35
0.5833333333333334,1777,919,36
0.5833333333333334,1585,853,29
0.5833333333333334,643,931,24
0.5833333333333334,1261,869,24
0.5833333333333334,289,865,24
0.5833333333333334,1117,871,20
0.5833333333333334,971,543,16
0.5833333333333334,1483,863,24
0.5833333333333334,83,865,22
0.5833333333333334,781,913,24
0.5833333333333334,133,847,19
0.5833333333333334,1894,929,22
0.6,959,290,47
0.6,1051,895,49
0.6,955,881,49
0.6,223,863,44
0.6,757,881,49
0.6,823,881,48
0.6,1687,899,48
0.6,1189,907,44
0.6,877,869,45
0.6,145,893,49
0.6,1777,899,48
0.6,1603,901,45
0.6,1735,859,36
0.6,61,899,40
0.6,685,865,33
0.6,963,35,14
0.6,295,869,32
0.6,517,913,29
0.6,1880,917,31
0.6,971,539,14
0.6,1351,925,28
0.6,577,865,20
0.6,385,907,31
0.6,907,35,28
0.6,1477,857,24
0.6,1117,875,23
0.6,925,965,28
0.6166666666666667,959,289,47
0.6166666666666667,149,863,47
0.6166666666666667,224,869,49
0.6166666666666667,1189,893,49
0.6166666666666667,1773,895,49
0.6166666666666667,969,538,15
0.6166666666666667,1687,869,45
0.6166666666666667,427,893,44
0.6166666666666667,283,871,49
0.6166666666666667,380,863,43
0.6166666666666667,511,877,49
0.6166666666666667,1467,901,43
0.6166666666666667,691,869,40
0.6166666666666667,1351,901,49
0.6166666666666667,829,901,41
0.6166666666666667,871,869,40
0.6166666666666667,1051,899,29
0.6166666666666667,1459,847,28
0.6166666666666667,932,35,13
0.6166666666666667,949,907,40
0.6166666666666667,38,841,24
0.6166666666666667,1255,869,27
0.6166666666666667,1621,863,28
0.6166666666666667,997,881,31
0.6166666666666667,987,34,12
0.6166666666666667,1537,895,27
0.6166666666666667,1471,977,27
0.6333333333333333,959,289,46
0.6333333333333333,985,889,48
0.6333333333333333,382,895,49
0.6333333333333333,1063,863,47
0.6333333333333333,805,895,49
0.6333333333333333,1729,893,48
0.6333333333333333,1249,863,47
0.6333333333333333,1687,863,45
0.6333333333333333,931,889,48
0.6333333333333333,535,901,44
0.6333333333333333,1417,893,44
0.6333333333333333,1345,883,49
0.6333333333333333,433,847,32
0.6333333333333333,187,841,37
0.6333333333333333,55,889,32
0.6333333333333333,301,863,27
0.6333333333333333,969,535,14
0.6333333333333333,1783,977,40
0.6333333333333333,1621,863,31
0.6333333333333333,193,905,28
0.6333333333333333,987,34,12
0.6333333333333333,931,38,11
0.6333333333333333,655,895,28
0.6333333333333333,91,841,20
0.6333333333333333,1183,905,31
0.6333333333333333,1051,917,28
0.6333333333333333,143,887,27
0.6333333333333333,661,953,21
0.65,959,289,46
0.65,231,863,49
0.65,139,863,47
0.65,991,889,49
0.65,673,887,48
0.65,811,895,41
0.65,1045,889,49
0.65,185,887,49
0.65,913,893,47
0.65,1459,895,45
0.65,535,895,40
0.65,1369,889,49
0.65,337,889,43
0.65,969,535,15
0.65,361,953,49
0.65,1657,907,40
0.65,277,899,36
0.65,1609,851,32
0.65,1868,905,32
0.65,67,877,28
0.65,25,847,29
0.65,907,35,27
0.65,987,34,12
0.65,1117,865,27
0.65,1771,895,21
0.65,1252,857,24
0.65,493,953,22
0.65,1321,859,20
0.6666666666666666,959,289,46
0.6666666666666666,139,863,47
0.6666666666666666,221,857,44
0.6666666666666666,871,889,49
0.6666666666666666,991,889,49
0.6666666666666666,673,887,48
0.6666666666666666,1045,889,49
0.6666666666666666,817,893,49
0.6666666666666666,1123,889,49
0.6666666666666666,535,895,40
0.6666666666666666,337,889,43
0.6666666666666666,277,895,40
0.6666666666666666,969,535,15
0.6666666666666666,361,953,49
0.6666666666666666,931,883,49
0.6666666666666666,1369,907,38
0.6666666666666666,1868,905,36
0.6666666666666666,1609,851,32
0.6666666666666666,67,877,28
0.6666666666666666,25,847,29
0.6666666666666666,907,35,27
0.6666666666666666,987,34,12
0.6666666666666666,1075,971,28
0.6666666666666666,1021,965,35
0.6666666666666666,1252,857,24
0.6666666666666666,493,953,22
0.6666666666666666,1321,859,20
0.6833333333333333,959,289,46
0.6833333333333333,1729,877,49
0.6833333333333333,142,863,49
0.6833333333333333,223,863,49
0.6833333333333333,991,889,49
0.6833333333333333,817,895,48
0.6833333333333333,673,887,48
0.6833333333333333,1051,889,49
0.6833333333333333,769,863,45
0.6833333333333333,871,881,49
0.6833333333333333,1313,889,48
0.6833333333333333,535,895,40
0.6833333333333333,937,895,48
0.6833333333333333,1471,907,39
0.6833333333333333,271,887,49
0.6833333333333333,969,535,15
0.6833333333333333,67,887,41
0.6833333333333333,1633,907,40
0.6833333333333333,1369,907,38
0.6833333333333333,1609,851,32
0.6833333333333333,1879,911,32
0.6833333333333333,25,847,29
0.6833333333333333,907,35,27
0.6833333333333333,987,34,12
0.6833333333333333,1117,865,27
0.6833333333333333,625,953,31
0.6833333333333333,381,857,20
0.7,959,289,46
0.7,1729,877,49
0.7,142,863,49
0.7,223,863,49
0.7,991,889,49
0.7,817,895,48
0.7,673,887,48
0.7,1051,889,49
0.7,769,863,45
0.7,871,881,49
0.7,1313,889,48
0.7,937,895,48
0.7,1471,907,39
0.7,271,887,49
0.7,969,535,15
0.7,67,887,41
0.7,1633,907,40
0.7,1369,907,38
0.7,1609,851,32
0.7,1879,911,32
0.7,25,847,29
0.7,493,959,39
0.7,907,35,27
0.7,987,34,12
0.7,337,841,28
0.7,1117,865,27
0.7,625,953,31
0.7166666666666667,959,289,46
0.7166666666666667,1729,877,49
0.7166666666666667,142,863,49
0.7166666666666667,223,863,49
0.7166666666666667,985,889,49
0.7166666666666667,817,895,48
0.7166666666666667,871,875,49
0.7166666666666667,1093,901,44
0.7166666666666667,925,875,49
0.7166666666666667,535,889,48
0.7166666666666667,691,895,41
0.7166666666666667,969,535,15
0.7166666666666667,61,863,40
0.7166666666666667,1369,907,38
0.7166666666666667,1501,905,41
0.7166666666666667,1219,875,32
0.7166666666666667,493,959,39
0.7166666666666667,1075,965,33
0.7166666666666667,1019,35,28
0.7166666666666667,1618,857,24
0.7166666666666667,1459,953,29
0.7166666666666667,907,35,27
0.7166666666666667,1345,859,25
0.7166666666666667,1879,905,29
0.7166666666666667,191,905,28
0.7166666666666667,1291,869,23
0.7333333333333333,959,289,46
0.7333333333333333,1729,877,49
0.7333333333333333,142,863,49
0.7333333333333333,223,863,49
0.7333333333333333,985,889,49
0.7333333333333333,811,895,41
0.7333333333333333,703,887,49
0.7333333333333333,1081,887,48
0.7333333333333333,871,875,49
0.7333333333333333,925,875,49
0.7333333333333333,271,887,49
0.7333333333333333,535,889,48
0.7333333333333333,969,535,15
0.7333333333333333,67,887,41
0.7333333333333333,1501,905,41
0.7333333333333333,25,847,29
0.7333333333333333,1862,895,32
0.7333333333333333,1019,35,28
0.7333333333333333,1617,857,24
0.7333333333333333,907,35,27
0.7333333333333333,1345,859,25
0.7333333333333333,191,905,28
0.7333333333333333,1291,869,23
0.75,959,289,46
0.75,1729,877,49
0.75,142,863,49
0.75,223,863,49
0.75,985,889,49
0.75,811,895,41
0.75,703,887,49
